"HABITAT_ASSESMENT_ID","HABITAT_SITE_ID","HABITAT_SITE_COMMON_NAME","HABITAT_ASSESMENT_DATE","HABITAT_ASSESMENT_TIME","ASSESMENT_EMPLOYEE_ID","ASSESMENT_EMPLOYEE_NAME","RBA","STREAM_DEPTH","STREAM_WIDTH","STREAM_FLOW","VELOCITY_DEPTH","EPIFAUNAL","EMBEDDEDNESS","SEDIMENT_DEPOSITION","CHANNEL_FLOW","CHANNEL_ALTERED","CHANNEL_SINUOSITY","FREQUENCY_RIFFLES","POOL_VARIABILITY","POOL_SUBSTRATE","BANK_VEG_LT","BANK_VEG_RT","BANK_STABILITY_LT","BANK_STABILITY_RT","RIPARIAN_VEG_LT","RIPARIAN_VEG_RT","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","ROWID"
"407","","ash a","2005-05-23 00:00:00","1899-12-30 10:41:00","","Cathy Matthews","NO ",".50","12.00","","8","12","12","8","13","11","4","5","9","14","6","6","5","5","1","2","","","","","{EFC84CC6-68DB-467D-95B2-BFBF03A6D135}"
"408","","hon a","2005-05-19 00:00:00","1899-12-30 15:23:00","","Cesar Cavazos","NO ","","","","","","","","","","","","","","","","","","","","","","","","{6D371F1D-3E10-43A1-850F-776F4B690BE7}"
"409","","hon a","2005-05-19 00:00:00","1899-12-30 15:10:00","","Cesar Cavazos","NO ","2.50","20.00","","10","11","11","8","9","12","11","12","5","","5","5","6","6","6","6","","","","","{F00B3A87-9C97-47FE-A2DF-E7DC8E014D71}"
"410","","lac a","2005-05-27 00:00:00","1899-12-30 11:16:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Lake site, water quality only","","","","{78329DAF-F575-4228-BE53-619A81403497}"
"411","","kni a","2005-05-27 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","YES","2.00","40.00","","8","13","13","13","18","6","2","1","13","10","3","3","7","7","1","1","Channelized, concrete sides in some areas","","","","{D4CC0918-5392-4953-AD03-333919E88C7B}"
"412","","tur a","2005-05-26 00:00:00","1899-12-30 13:11:00","","Cathy Matthews","NO ","","20.00","","1","1","","20","20","1","1","1","1","1","1","1","9","9","1","1","Concrete channel.","","","","{10F0F75E-32F9-42D0-8047-A1174997FEFE}"
"413","","efc a","2005-05-26 00:00:00","1899-12-30 12:34:00","","Cathy Matthews","NO ","1.00","12.00","","4","4","6","5","12","11","7","2","2","6","7","7","5","5","5","5","Native wildflowers in riparian zone.","","","","{C02F8348-F3FE-4BE9-A478-EE0908644796}"
"414","","ceb a","2005-05-26 00:00:00","1899-12-30 11:15:00","","Cathy Matthews","NO ",".50","8.00","","16","19","10","12","13","13","11","18","8","12","2","1","6","4","2","1","","","","","{9F9625D3-C1EE-4C1C-8D79-F9F9918E5CB8}"
"415","","tro a","2005-05-26 00:00:00","1899-12-30 10:40:00","","Cathy Matthews","NO ","1.00","10.00","","11","10","11","8","8","11","9","5","15","12","4","4","3","3","2","2","No fish observed.  Water not clear, but no odor.  Filamentous algae present.","","","","{0B0F34D3-BB35-40A1-AB48-E214F8349ADB}"
"416","","coo a","2005-05-18 00:00:00","1899-12-30 13:25:00","","Cathy Matthews","NO ",".50","25.00","","2","2","10","13","8","1","3","1","1","1","3","3","6","6","1","1","Concrete channel","","","","{5571EA05-815C-4312-BF2C-EC44167FF83D}"
"417","","lon a","2005-05-18 00:00:00","1899-12-30 11:25:00","","Cathy Matthews","NO ",".50","25.00","","2","12","17","7","6","8","8","1","0","0","1","0","5","10","1","0","Channelized,rb has rock wall bank.  Lb and channel bottom have rocks with concrete.","","","","{5C39F1DA-7D9B-482C-B651-678DA4F3B47E}"
"418","","mck a","2005-05-17 00:00:00","1899-12-30 13:30:00","","Cathy Matthews","NO ","1.00","30.00","","15","19","16","13","14","14","9","19","10","18","9","7","7","8","2","2","","","","","{93FFEE3D-0CE8-4C8E-8CDC-77E6ED00908F}"
"419","","cot c","2005-05-17 00:00:00","1899-12-30 11:25:00","","Cathy Matthews","YES",".50","25.00","","15","18","16","14","8","15","10","9","8","16","7","5","5","5","1","1","","","","","{BBAA638A-70AA-4E7E-9500-EA6F78407F3E}"
"420","","ric b","2005-06-08 00:00:00","1899-12-30 13:30:00","","Cathy Matthews","NO ","1.00","25.00","","13","13","15","18","7","16","10","18","7","16","7","8","9","8","2","1","Limestone bedrpck channel
","","","","{720DAF8E-BE82-4972-A41C-2891F5DAEA69}"
"421","","woo a","2005-06-08 00:00:00","1899-12-30 12:55:00","","Cathy Matthews","NO ",".50","45.00","","17","12","18","18","9","14","8","18","10","5","6","5","9","9","1","1","Limestone bedrock  channel.","","","","{2E6FD6AD-42D4-48C2-8F4E-D87BA6FFDE5E}"
"422","","lit a","2005-06-08 00:00:00","1899-12-30 12:17:00","","Cathy Matthews","NO ",".50","8.00","","10","13","12","13","14","13","7","14","5","18","8","7","7","7","1","1","Small,swift creek.  Steep banks.","","","","{86A6262A-60DF-4DA4-994B-6F8CB50EE7A2}"
"423","","cec a","2005-06-08 00:00:00","1899-12-30 11:09:00","","Cathy Matthews","YES","2.00","25.00","","15","16","13","7","7","13","8","13","13","12","3","6","1","3","0","1","Sewage odor.  Left bank is a huge trash dump for residents.","","","","{FDF68770-28C4-4ABA-B61C-B4491B973121}"
"424","","cec b","2005-06-08 00:00:00","1899-12-30 09:38:00","","Cathy Matthews","YES","1.00","35.00","","15","15","11","7","7","11","7","18","6","16","7","6","7","7","5","5","Limestone bedrock. Discharge on rigjt bank upstream of bridge with strong sewage smell.","","","","{DD28B319-8E4E-4015-8C03-9EDE385EBD7C}"
"425","","smc a","2005-06-09 00:00:00","1899-12-30 11:29:00","","Cathy Matthews","YES",".50","15.00","","10","13","13","13","10","13","7","15","5","18","8","8","6","6","3","3","Rooted macrophytes.","","","","{D94C9330-A943-4073-8535-96591CF46B01}"
"426","","smc b","2005-06-09 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","YES","2.00","20.00","","1","6","11","13","3","13","8","2","15","13","3","4","3","3","3","1","Intermittent with perennial pools.  Creek is not flowing here.","","","","{F13F53D1-88DA-42C5-AA05-DC1EE696EBC7}"
"427","","smc c","2005-06-09 00:00:00","1899-12-30 09:27:00","","Cathy Matthews","YES","1.00","30.00","","13","10","15","11","10","11","7","8","10","11","4","4","4","4","2","2","Some rooted macrophytes.","","","","{24C4CD95-1552-4B6B-BD00-58422E766764}"
"428","","moc a","2005-06-16 00:00:00","1899-12-30 13:46:00","","Cathy Matthews","YES","1.50","60.00","","17","18","15","10","8","7","7","11","18","16","9","9","7","7","4","4","HA done at rip rap area around bridges; upstream a d downstrean areas are not wadeable--very deep.","","","","{4455C363-2502-4411-BF0E-A488E4D78F56}"
"429","","ogu a","2005-06-16 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","NO ",".50","5.00","","17","10","10","13","14","13","6","18","9","13","9","5","7","5","4","6","","","","","{E573E63D-A0CA-4B50-8B03-0F5CC6067466}"
"430","","art a","2005-06-16 00:00:00","1899-12-30 11:20:00","","Cathy Matthews","NO ","2.00","3.00","","2","10","10","11","15","12","6","1","1","12","9","9","7","7","6","6","","","","","{364D05F8-BC05-4950-B1F8-D1E54CC41FF9}"
"431","","moc b","2005-06-16 00:00:00","1899-12-30 10:53:00","","Cathy Matthews","NO ","","65.00","","1","","","8","15","6","1","0","","","5","5","6","6","8","8","Channelized; non-wadeable, bugs notcollected.  Cannot see bottom to finish habitat assessment.","","","","{70F46607-1626-4E9D-A523-6CFA771D0848}"
"432","","par a","2005-06-14 00:00:00","1899-12-30 14:33:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry,could not sample. Drop site.","","","","{B9D8EF00-C342-41C3-B4B8-81DCEF80E5B4}"
"433","","hic a","2005-06-14 00:00:00","1899-12-30 14:07:00","","Cathy Matthews","NO ","","15.00","","","","","","13","13","6","0","","","4","4","7","7","6","6","Water is very murkyand milky; cannot see past surface.  ","","","","{408E0B8B-323A-4FCC-9CD7-570E3FF42CAA}"
"434","","lak a","2005-06-09 00:00:00","1899-12-30 12:51:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry, no flow.  Intermittent creek, drop from list.","","","","{652AFD76-86E9-492E-8BBB-B59BB9990017}"
"435","","bit a","2005-06-14 00:00:00","1899-12-30 13:55:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry, no flow. Intermittent creek, drop from sampling.","","","","{5697C154-FD64-40D0-A029-8F32F444F020}"
"436","","ela a","2005-06-13 00:00:00","1899-12-30 10:27:00","","Cathy Matthews","YES","3.00","30.00","","1","12","10","6","14","11","7","1","15","11","2","4","1","2","5","5","Very deep, with barely any flow","","","","{5517993E-7904-4F9D-A6C0-E25F7A15DC95}"
"437","","ela c","2005-06-13 00:00:00","1899-12-30 11:34:00","","Cathy Matthews","YES","1.00","8.00","","4","12","13","8","15","7","3","3","7","7","7","5","6","3","1","1","White foam on water surface","","","","{EA8718E6-6B77-4075-B1AF-6DBE8227E57A}"
"438","","pra a","2005-06-14 00:00:00","1899-12-30 13:33:00","","Cathy Matthews","NO ","1.50","20.00","","18","16","11","13","12","15","13","18","8","18","6","6","8","8","2","6","Flowing fast today, water tannic.","","","","{369B7CA2-1987-4533-9600-C59A2ACAF2D0}"
"439","","whi a","2005-06-21 00:00:00","1899-12-30 09:35:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Creek is dry","","","","{F4F07494-B412-43D9-A5C7-5E450105013B}"
"440","","cro a","2005-06-21 00:00:00","1899-12-30 08:38:00","","Cathy Matthews","NO ","1.00","20.00","","18","18","13","13","10","13","13","18","17","17","7","4","7","5","4","4","Upstream stream bed is limestone bedrock; dow stream is boulder/cobble/gravel.","","","","{B0D50B62-A711-47A0-BDE0-391D6B244308}"
"441","","ten a","2005-06-20 00:00:00","1899-12-30 15:18:00","","Cathy Matthews","YES","2.00","50.00","","18","15","15","15","19","11","8","18","18","17","9","9","7","7","4","4","Deep channel except under I-45 bridges.  HA performed under bridge, bugs collected there also.  Non-wadeable  otherwise.  ","","","","{FC9AC3DC-679A-46B7-AD1F-F3BF78E2EE02}"
"442","","ten b","2005-06-20 00:00:00","1899-12-30 13:29:00","","Cathy Matthews","YES","1.50","35.00","","19","18","12","10","15","15","9","18","18","18","10","5","9","4","7","5","Strong sewage odor","","","","{758A176E-2542-4A52-AEE3-B343357C7EC1}"
"443","","ten d","2005-06-20 00:00:00","1899-12-30 11:17:00","","Cathy Matthews","YES","1.00","35.00","","18","16","16","14","8","13","10","19","18","18","9","8","9","9","3","4","Limestone bedrock streambed.","","","","{E2581E6B-62C1-47BC-8928-63DC6AD3FB52}"
"444","","fil a","2005-06-22 00:00:00","1899-12-30 13:58:00","","Cathy Matthews","NO ",".30","8.00","","3","1","1","20","16","0","0","0","0","1","5","5","8","8","1","2","Concrete stream bed.  No habitat for bugs.","","","","{12807F96-5CAB-483E-A00A-0180A2BBEE1B}"
"445","","fiv d","2005-06-22 00:00:00","1899-12-30 12:38:00","","Cathy Matthews","YES",".75","10.00","","19","18","16","15","7","15","13","18","18","19","8","8","6","6","2","2","Very little flow.  Water goes under limerstone bedrock in places, then resurfaces downstream. ","","","","{30776E7C-A153-4124-AD29-FC991481AF07}"
"446","","new a","2005-06-22 00:00:00","1899-12-30 10:15:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Stream is not flowing; intermittent with perennial pools","","","","{1A2AC176-504F-41CB-BB7D-964C59C7FFE0}"
"447","","fiv b","2005-06-22 00:00:00","1899-12-30 10:45:00","","Cathy Matthews","YES","1.00","20.00","","11","12","10","9","13","11","6","3","12","11","7","8","5","5","3","3","Lots of silt; sand/gravel sibstrate.","","","","{B68B87A6-F014-4694-B59E-5C63CBA063BF}"
"448","","fiv a","2005-06-22 00:00:00","1899-12-30 09:07:00","","Cathy Matthews","YES",".50","20.00","","13","12","11","10","9","14","12","16","8","8","6","6","7","7","5","5","Sand-gravel stream bed","","","","{E62F0C9D-7365-43DD-93BA-FE06784C6E1F}"
"449","","hut a","2005-08-19 00:00:00","1899-12-30 13:08:00","","Cathy Matthews","NO ","1.00","15.00","","13","14","12","9","9","12","9","9","8","16","6","6","7","7","5","5","","","","","{250224BA-CC40-42B6-84CC-BA8A0F5AC4DE}"
"450","","fur a","2005-08-19 00:00:00","1899-12-30 12:32:00","","Cathy Matthews","NO ",".50","6.00","","16","12","12","3","7","6","12","12","4","18","9","9","6","6","1","1","Under Bush freeway, not a natural area, but low gradient stream w/ wide flooding area","","","","{69D4A582-8A29-4A0A-B906-CA259C720AC9}"
"451","","raw a","2005-08-19 00:00:00","1899-12-30 11:54:00","","Cathy Matthews","NO ",".30","40.00","","1","1","0","2","20","0","0","0","0","0","0","0","10","10","0","0","Concrete channel; filamentous algae","","","","{778C3EC6-F8A3-4E19-B42D-A7844A2DA5CA}"
"452","","far a","2005-08-19 00:00:00","1899-12-30 11:31:00","","Cathy Matthews","NO ","2.50","25.00","","3","7","8","8","13","4","6","1","15","7","7","5","4","4","2","1","Channelized, downstream is concrete bottom as well as sides, this is a new site; should be far a2","","","","{6BDC3FFA-ED57-4A7C-80D7-9BF4A16AF587}"
"469","","tro a","2005-08-26 00:00:00","1899-12-30 13:29:00","","Cathy Matthews","NO ",".75","4.00","","3","13","7","7","7","12","14","3","4","11","3","3","2","3","1","1","","","","","{038B3C36-FEF6-46B0-82E0-B83C1AC251FD}"
"470","","tur a","2005-08-26 00:00:00","1899-12-30 13:01:00","","Cathy Matthews","NO ","1.00","20.00","","6","5","16","17","18","2","2","2","8","2","2","2","9","9","1","1","Concrete channel","","","","{F4364E70-0C6E-4EED-828A-C3B29F683D4D}"
"471","","efc a","2005-08-26 00:00:00","1899-12-30 12:29:00","","Cathy Matthews","NO ",".30","6.00","","5","7","8","7","9","9","6","4","4","8","7","7","4","2","4","4","","","","","{F268BB3F-82CA-4135-886D-F9E15E33C81F}"
"472","","ceb a","2005-08-26 00:00:00","1899-12-30 12:04:00","","Cathy Matthews","NO ",".50","15.00","","13","12","10","11","14","6","4","18","7","11","5","5","4","4","1","1","","","","","{A6E20A30-6B62-4BC2-ABD2-20CCE484C3DF}"
"473","","bab b","2005-08-26 00:00:00","1899-12-30 10:28:00","","Cathy Matthews","YES","1.00","20.00","","18","19","11","8","8","12","13","17","18","18","7","7","7","7","3","4","Cobble gravel substrate","","","","{39E8D2B7-2C9E-4B07-8993-764B343CD5EC}"
"474","","joe c","2005-08-26 00:00:00","1899-12-30 09:20:00","","Cathy Matthews","YES",".50","20.00","","9","17","16","17","7","12","13","10","8","15","6","6","9","9","2","2","limestone bedrock channel","","","","{7A858B4D-EF50-4422-9C70-C7F38B1C9FF1}"
"475","","cac a","2005-09-01 00:00:00","1899-12-30 13:50:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Site is dry.","","","","{8F21717D-D2CB-4359-868C-7544DEDEA76F}"
"476","","joe a","2005-08-25 00:00:00","1899-12-30 14:03:00","","Cathy Matthews","NO ","2.50","30.00","","1","10","11","15","16","6","1","1","1","11","4","4","5","5","5","5","Channelized, this is actually joe a","","","","{B61B47C0-21B2-4081-A71B-233FE3853BEA}"
"477","","wjo a","2005-08-25 00:00:00","1899-12-30 10:53:00","","Cathy Matthews","NO ","1.50","45.00","","1","12","11","16","19","6","1","1","11","10","6","6","9","9","1","1","Channelized; filamentous algae","","","","{BE89F581-0694-4B30-9C25-FA237B089786}"
"478","","rib a","2005-08-24 00:00:00","1899-12-30 13:51:00","","Cathy Matthews","YES","2.00","8.00",".00","1","12","8","12","18","7","6","0","11","11","3","3","9","9","4","3","Water is not flowing;  slough-like.","","","","{A2D5878A-FD45-42C5-BDD0-A14B59A159A5}"
"479","","dan a","2005-08-24 00:00:00","1899-12-30 12:54:00","","Cathy Matthews","NO ","3.00","20.00",".00","1","8","8","8","15","7","6","0","1","13","9","9","9","9","1","1","Channelized; no discernible flow, slough.","","","","{9542C9FB-64AD-4362-ADC5-341E3B2E1A6D}"
"489","","lac a","2005-09-15 00:00:00","1899-12-30 09:10:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Lake Cliff","","","","{41B477B0-A52D-4AF3-BA0F-553FE26A2B3D}"
"490","","coo a","2005-09-15 00:00:00","1899-12-30 08:30:00","","Cathy Matthews","NO ",".50","30.00","","1","1","14","8","8","0","2","1","0","0","3","3","7","7","2","2","Concrete channel, upstream is more natural channel","","","","{DE50DDAC-9C95-444F-8FEA-079E9E95AF01}"
"491","","fil a","2005-09-15 00:00:00","1899-12-30 07:30:00","","Cathy Matthews","NO ",".50","10.00","","1","1","7","7","18","1","1","1","0","0","1","1","10","10","1","1","Concrete channel.  Some periphyton present.","","","","{0847E9C5-858C-4FD3-A352-EBF61F0D10D4}"
"492","","cot c","2005-09-12 00:00:00","1899-12-30 11:39:00","","Cathy Matthews","YES",".50","15.00","","10","10","13","6","6","6","11","16","2","5","2","2","2","7","2","0","NOT COT-C.  SAMPLED WRONG LOCATION; this is a trib to cottonwood, at spring valley.  Concrete embankment on rb. Limestone streambed.","","","","{D0646F66-1CAB-4020-B948-20DF0D64B270}"
"493","","mck a","2005-09-12 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","NO ",".75","25.00","","15","19","16","13","14","14","8","18","16","16","7","5","4","5","1","1","Cobble gravel bed.  Consider adding bug collection here.","","","","{69E4F5FF-D4AF-4D3D-A318-8AAF498CF318}"
"494","","kni a","2005-09-08 00:00:00","1899-12-30 11:25:00","","Cathy Matthews","YES","2.50","35.00","","13","11","11","13","17","7","3","2","13","13","2","3","9","9","0","1","Channelized, lots of algae.  Garbage on left bank.","","","","{FE3E6A58-1F88-4041-9133-DEA263062294}"
"495","","lon a","2005-09-23 00:00:00","1899-12-30 11:18:00","","Cathy Matthews","NO ",".20","20.00","","10","6","10","12","7","4","12","3","2","16","4","0","6","9","4","3","Rip rap in concrete bottom; rb with cobble wall","","","","{F961AEEC-BAD7-40FD-81E8-463C2439779B}"
"496","","ash a","2005-09-23 00:00:00","1899-12-30 10:36:00","","Cathy Matthews","NO ","2.00","25.00","","6","10","12","8","19","12","7","1","12","8","7","7","7","7","5","5","Clay bottom with gravel and some cobble","","","","{7A2E9AC4-AFA4-47ED-A16E-53D282D8E289}"
"497","","whc a","2005-09-23 00:00:00","1899-12-30 10:07:00","","Cathy Matthews","NO ","5.00","50.00","","","","","","","","","","","","","","","","","","Unwadeable, cannot see bottom.","","","","{4C142BA4-43D4-42DF-93EB-05B2E7BB6078}"
"498","","dix a","2005-09-22 00:00:00","1899-12-30 13:08:00","","Cathy Matthews","YES","1.00","20.00","","8","12","13","7","7","13","12","1","18","12","6","6","5","6","1","2","Clay gravel cobble bottom, w/silt","","","","{187F90EF-19FD-4BD8-8D3C-318CC938F027}"
"499","","dix b","2005-09-22 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","YES",".30","22.00","","10","14","9","5","8","13","6","17","5","16","7","7","6","5","2","2","Limestone bedrock bottom w/ some cobble gravel","","","","{08CF4715-5642-40AC-8199-EDF8C80C142B}"
"500","","wil a","2005-09-22 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","NO ","2.50","20.00","","0","6","6","7","15","6","4","0","11","6","1","1","3","3","7","7","At wr park, lentic, mud bottpm.","","","","{715315EB-F296-4B90-B1BC-4227A6528794}"
"501","","mcc a","2005-09-22 00:00:00","1899-12-30 10:55:00","","Cathy Matthews","NO ","2.50","15.00","","1","7","7","9","19","7","6","0","12","12","1","1","3","3","7","7","In wr park, channelized, mud bottom, lentic.","","","","{EB20B6A8-8200-4FA6-87E2-BAEDB8E9A64B}"
"502","","jac c","2005-09-21 00:00:00","1899-12-30 13:10:00","","Cathy Matthews","YES","1.50","20.00","","13","8","10","8","10","13","8","2","15","4","4","6","4","4","2","2","Clay bottom with some gravel/cobble.","","","","{9885598B-E437-4646-923A-D0AF21CBDDC8}"
"503","","jen a","2005-09-21 00:00:00","1899-12-30 12:00:00","","Cathy Matthews","NO ",".50","12.00","","14","18","13","13","8","14","11","18","8","17","4","4","3","3","7","7","Cobble gravel substrate","","","","{1FDEB503-0C50-4723-9F03-B3750C3DFF3B}"
"504","","whc c","2005-09-21 00:00:00","1899-12-30 10:32:00","","Cathy Matthews","YES","1.00","25.00","","18","17","12","12","15","11","8","8","15","16","9","1","9","9","7","4","Cobble gravel substate","","","","{7BD03649-B6F2-4350-98FD-5F5F2A211243}"
"505","","flo a","2005-09-20 00:00:00","1899-12-30 10:42:00","","Cathy Matthews","YES","1.00","18.00","","10","11","19","14","8","18","10","18","8","18","6","6","5","6","3","3","","","","","{A296143D-6EB8-4BF9-8E4A-030AE3ECC6A9}"
"506","","smc c","2005-10-03 00:00:00","1899-12-30 14:35:00","","Cathy Matthews","YES","1.00","22.00","","14","12","13","14","14","12","9","13","10","12","9","4","8","3","2","2","Clay/sand bottom with gravel/cobble","","","","{D70DFFFE-DBC4-461B-AE9B-78ED13BED6CF}"
"507","","smc b","2005-10-03 00:00:00","1899-12-30 13:13:00","","Cathy Matthews","YES","2.00","25.00","","7","12","10","6","10","11","8","2","13","8","2","2","3","1","1","1","Mainly sand/mud bottom, with silt","","","","{E4D6E832-A69B-4D8C-8250-3DC1B38976E5}"
"508","","smc a","2005-10-03 00:00:00","1899-12-30 11:11:00","","Cathy Matthews","YES","1.00","25.00","","14","15","16","15","13","13","6","8","16","16","7","7","7","5","1","2","Cobble gravel bottom","","","","{251F1E7B-CA51-40FA-97D5-AD0A46BF0566}"
"509","","woo a","2005-09-28 00:00:00","1899-12-30 11:48:00","","Cathy Matthews","NO ",".50","7.00","","7","11","18","15","3","12","12","16","7","16","3","3","9","8","1","1","Limestone bedrock bottom","","","","{A3F9924D-F96E-47DD-A70C-BB279F8E40E2}"
"510","","ric b","2005-09-28 00:00:00","1899-12-30 11:25:00","","Cathy Matthews","NO ",".50","25.00","","13","14","13","11","8","12","10","17","7","17","4","4","4","4","8","8","Limestone bedrock bottom","","","","{3C491B72-BB37-4AA2-BAC4-3BD165886DAF}"
"511","","new a","2005-09-28 00:00:00","1899-12-30 11:07:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{EAC0C080-9244-424C-9475-36BD3E13CBF4}"
"512","","whi a","2005-09-28 00:00:00","1899-12-30 10:31:00","","Cathy Matthews","NO ",".75","8.00","","13","11","12","12","8","12","9","8","9","16","6","4","7","7","9","6","Sandy gravel cobble  botto m","","","","{BBFD21E8-446B-45C8-B418-9CA6F26A64F4}"
"513","","pra a","2005-09-27 00:00:00","1899-12-30 11:53:00","","Cathy Matthews","NO ",".50","22.00","","6","10","11","11","4","14","9","1","7","17","3","5","6","6","4","6","","","","","{DBB47BED-C744-4F07-8191-437BFB64FFF3}"
"514","","bit a","2005-09-27 00:00:00","1899-12-30 11:42:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{0022DFCF-7C5B-4199-BE86-50B6F91A3DBB}"
"515","","hic a","2005-09-27 00:00:00","1899-12-30 11:37:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{448BAC58-700A-4F89-BC2D-8CF2F55F6B1D}"
"516","","par a","2005-09-27 00:00:00","1899-12-30 11:03:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","Dry","","","","{63134F99-178B-44D1-82B8-B384657126CE}"
"517","","cec a","2005-10-18 00:00:00","1899-12-30 10:31:00","","Cathy Matthews","YES","2.00","25.00","","13","18","11","7","13","15","8","18","17","17","2","4","6","5","2","2","Cobble bottom","","","","{9DCBF886-4962-46AC-8B18-C8EE2AA5F0E9}"
"518","","lit a","2005-10-18 00:00:00","1899-12-30 09:52:00","","Cathy Matthews","NO ",".40","15.00","","10","15","13","12","14","12","13","17","8","15","7","7","7","7","1","1","Gravel cobble bottom","","","","{68395553-E52B-4A94-B55F-F41766FEDCE6}"
"519","","moc a","2005-10-12 00:00:00","1899-12-30 12:59:00","","Cathy Matthews","YES",".25","10.00","","8","8","11","1","2","6","1","2","3","16","1","0","7","7","1","1","Construction activity has destroyed the creek.","","","","{DA59E125-BB6F-423A-9D38-70C4DAD824CC}"
"520","","art a","2005-10-12 00:00:00","1899-12-30 11:38:00","","Cathy Matthews","NO ","1.00","3.00",".00","1","10","11","","","","","","","","","","","","","","No flow, back water area from pond","","","","{9BA14157-11B7-4139-ABCA-E16C58DCF9BE}"
"521","","moc b","2005-10-12 00:00:00","1899-12-30 11:07:00","","Cathy Matthews","NO ","6.00","40.00","","2","","","13","17","13","7","1","","","4","2","6","5","7","5","Nonwadeable","","","","{A0C30F55-1A54-4707-8F26-F3A8A4F3667D}"
"522","","ela c","2005-10-05 00:00:00","1899-12-30 12:36:00","","Cathy Matthews","YES","1.00","8.00","","7","12","12","13","13","13","14","2","8","18","4","4","8","3","2","2","Clay bottom with some gravel cobble","","","","{0207500D-F040-489C-BF43-0D0870A7C6EC}"
"523","","ela a","2005-10-05 00:00:00","1899-12-30 11:06:00","","Cathy Matthews","YES","1.50","25.00","","8","12","14","12","9","13","11","2","13","17","3","4","2","4","5","5","Cobble gravel bottom","","","","{76ECED88-9FAD-4A5A-AB4A-6585C3CE3FF6}"
"524","","art a","2006-02-13 00:00:00","1899-12-30 15:10:00","","Cathy Matthews","NO ","","","","","","","","","","","","","","","","","","","","","","","","{E12D2957-027D-4056-AE6B-4E4E4E38F9E0}"
"525","","joe a","2006-04-05 00:00:00","1899-12-30 14:12:00","","Cathy Matthews","NO ","3.00","10.00","","5","10","12","12","11","7","1","6","5","9","7","7","7","8","5","8","Channelized flow","","","","{DEBA237E-471E-412A-BBE2-660B810B6EFB}"
"526","","tur a","2006-04-05 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","NO ","1.00","10.00","","15","8","10","3","8","2","5","7","9","17","2","4","5","3","2","4","dam exists flow is channelized","","","","{6615110E-296F-46D2-AF87-BF7D4E6F1F32}"
"527","","efc a","2006-04-05 00:00:00","1899-12-30 11:16:00","","Casey Nettles","NO ",".50","8.00","","3","6","4","9","10","8","8","4","2","3","7","7","4","4","9","6","","","","","{52077374-B6BE-4FB7-909C-E34E277C0C71}"
"528","","dan a","2006-04-04 00:00:00","1899-12-30 10:47:00","","Cathy Matthews","NO ","4.00","30.00","","","","","","","","","","","","","","","","","","Too deep to rate for habitat ","","","","{7EDBD960-F607-44A2-9A9C-18399A2BEC4E}"
"529","","rib a","2006-04-04 00:00:00","1899-12-30 09:47:00","","Cathy Matthews","YES","1.00","10.00","","8","7","11","8","12","12","6","3","6","12","5","5","6","6","1","1","","","","","{E2D6283D-E44E-421B-81F1-399327E6F6E9}"
"530","","jen a","2006-03-30 00:00:00","1899-12-30 10:41:00","","Cathy Matthews","NO ","1.00","20.00","","13","14","10","8","14","11","7","11","7","13","7","8","5","5","7","7","","","","","{3A592448-82B3-4BB6-9C09-48A782BA8493}"
"531","","coo a","2006-03-29 00:00:00","1899-12-30 15:09:00","","Cathy Matthews","NO ","1.00","30.00","","16","11","10","7","8","11","7","11","8","8","7","7","7","7","1","1","Concrete channel at bridge,  up abd downstream more natural","","","","{C9B64482-DA33-445F-A267-201D187D5A7C}"
"532","","hut a","2006-03-28 00:00:00","1899-12-30 15:33:00","","Cathy Matthews","NO ","1.00","6.00","","16","13","16","7","8","11","10","13","7","16","4","4","4","6","2","2","","","","","{82B7BB73-AD42-44EF-8F04-2794036B0580}"
"533","","fur a","2006-03-28 00:00:00","1899-12-30 15:01:00","","Cathy Matthews","NO ","1.50","15.00","","17","13","10","10","7","11","7","15","7","16","4","4","6","6","1","1","Under bush freeway","","","","{DD20980F-1EC2-4C13-A251-FD80E3347876}"
