"WQM_WQ_ASSESMENT_ID","WQ_SITE_ID","WQ_SITE_COMMON_NAME","WQ_ASSESMENT_DATE","WQ_ASSESMENT_TIME","WQ_ASSESMENT_EMPLOYEE_ID","WQ_ASSESMENT_EMPLOYEE_NAME","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOT_DISSOLVED_SOLID","ORP","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SECCHI_DEPTH","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","ASSESMENT_COMMENTS","CREATE_DATE","MODIFY_EMPLOYEE_ID","MODIFY_DATE","PASSED_INVERTIBRATE_TOX","PASSED_FATHEAD_TOX","NITRATE_NITRITE","E_COLI","ROWID"
"888","","hic b","2007-09-14 00:00:00","1899-12-30 12:20:00","","Cathy Matthews","7.59","3.76","25.84","1.213",".80","334","51","64",".00","250","",".420","","",".75",".800","","",".000","","","","NO ","NO ","NO ","NO ","There was a fire upstream, water contains firefighting runoff.  	Water smells smoky and is murky.  COD is 119 mg/L, copper is BRL.","","","","","",".568","659","{9997667F-1E42-4830-A4D6-E69917F71A08}"
"889","","pra a","2007-09-14 00:00:00","1899-12-30 11:00:00","","Cathy Matthews","7.56","5.71","23.96",".388",".30","331","8","16",".05","120","",".230","","",".20",".245",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".226","60","{D152252F-A524-4E5A-AC14-4CBD36FACE7F}"
"890","","bit a","2007-09-14 00:00:00","1899-12-30 22:35:00","","Cathy Matthews","7.51","3.60","23.40",".257",".40","329","21","28",".00","120","",".670","","",".36",".224",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".257","629","{3869DD13-8AB5-4332-86EB-58791E965B5A}"
"891","","lak a","2007-09-14 00:00:00","1899-12-30 10:00:00","","Cathy Matthews","7.75","4.20","24.01",".492",".30","331","20","36",".36","150","",".200","","",".24",".312",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".167","219","{16D4BBE0-B1BB-427D-92B5-C0CC987C26C3}"
"892","","eft a","2007-09-21 00:00:00","1899-12-30 15:20:00","","Cathy Matthews","7.65","6.34","27.17",".304",".20","347","15","17",".05","120","",".170","","",".38",".212",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".154","24","{70847592-FD7C-4B86-BF2C-297A53A49828}"
"893","","fur a","2007-09-21 00:00:00","1899-12-30 14:00:00","","Cathy Matthews","7.80","6.05","27.96",".766",".50","352","8","6",".06","185","",".110","","",".28",".164",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".106","79","{62CB99AA-1CBE-4857-9F0C-35EE4FB3BA4C}"
"894","","raw a","2007-09-21 00:00:00","1899-12-30 13:30:00","","Cathy Matthews","7.77","5.59","27.89",".347",".20","348","11","6",".10","100","",".260","","",".17",".190",".00","",".010","","","","NO ","NO ","NO ","NO ","COD and nitrate-nitrite were BRL.","","","","","",".000","25","{B4621C28-A6B7-48BF-BC23-A12174A836FB}"
"895","","far aa","2007-09-21 00:00:00","1899-12-30 13:10:00","","Cathy Matthews","7.61","6.83","26.46",".609",".40","349","12","5",".06","150","",".040","","",".08",".104",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".932","88","{3283C370-B073-4E04-B6A7-41D2170B44EE}"
"896","","rib a","2007-09-21 00:00:00","1899-12-30 11:40:00","","Cathy Matthews","6.77","1.88","24.48","1.780","1.10","362","15","21",".00","200","",".150","","",".45",".135",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, nitrate-nitrite and copper were BRL.","","","","","",".000","148","{87FFD8E2-4D11-48E9-9CD8-1A6DA2064A2A}"
"897","","jac a","2007-09-21 00:00:00","1899-12-30 09:30:00","","Cathy Matthews","7.56","5.62","23.75",".642",".40","341","2","4",".07","185","",".040","","",".17",".123",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","","1.410","829","{8EFB7283-172C-4EAD-88D3-8D3704F229EE}"
"898","","lac a","2007-09-20 00:00:00","1899-12-30 15:20:00","","Cathy Matthews","8.84","10.91","29.44",".183",".10","349","8","5",".05","100","",".240","","",".38",".186","25.00","",".000","","","","NO ","NO ","NO ","NO ","Field duplicate sample.  Copper was BRL.","","","","","",".182","4","{56972775-7C76-425D-B020-40357F1E4854}"
"899","","lac a","2007-09-20 00:00:00","1899-12-30 15:20:00","","Cathy Matthews","8.83","11.35","28.54",".185",".10","347","6","7",".05","100","",".190","","",".33",".199",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample taken here.  COD (<20) and copper were BRL.","","","","","",".167","9","{AC2A2EE6-5BFD-4B6F-AA54-377BEB8EA8DA}"
"900","","lit a","2007-09-20 00:00:00","1899-12-30 14:55:00","","Cathy Matthews","7.72","7.92","26.05",".430",".30","343","1","0",".21","150","",".080","","",".04",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, ammonia and copper were BRL.","","","","","",".843","162","{3A9787E2-141F-4586-9092-77F0C9CEE395}"
"901","","ela a","2007-09-20 00:00:00","1899-12-30 13:30:00","","Cathy Matthews","7.31","4.73","23.11",".761",".50","363","2","0",".02","185","",".080","","",".17",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, ammonia, and copper were BRL.","","","","","",".557","549","{61ACC98A-2FFB-4506-BC4A-F8E056925963}"
"902","","ela c","2007-09-20 00:00:00","1899-12-30 11:10:00","","Cathy Matthews","8.12","7.83","24.89",".577",".40","340","16","0",".15","120","",".140","","",".03",".179",".00","",".000","","","","NO ","NO ","NO ","NO ","Foam on water surface.  Surfactants were 0.037 mg/l.","","","","","",".223","756","{B20EE248-EEFD-479A-BED3-00F7E79F683C}"
"903","","smc c","2007-09-20 00:00:00","1899-12-30 09:40:00","","Cathy Matthews","7.80","5.41","25.21",".652",".40","346","12","27",".00","150","",".030","","",".09",".110",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".104","75","{4B365102-56F1-4C5F-B0A1-E4BDF65ECD8C}"
"904","","tro a","2007-09-18 00:00:00","1899-12-30 15:20:00","","Cesar Cavazos","7.95","12.74","30.28",".580",".40","299","2","13",".11","120","",".220","","",".11",".264",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".250","127","{7B1B7C2B-5F84-4E59-AD8B-62A5F5613BE4}"
"905","","ceb a","2007-09-18 00:00:00","1899-12-30 14:55:00","","Cesar Cavazos","7.76","10.90","26.29",".810",".50","291","1","1",".19","200","",".110","","",".05",".151",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","","1.250","107","{B93B75F2-3B13-4E76-B1C7-84A16B11E0EA}"
"906","","tur a","2007-09-18 00:00:00","1899-12-30 14:25:00","","Cesar Cavazos","7.40","5.45","25.22",".756",".50","298","5","0",".14","200","",".100","","",".15",".358",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","","1.090","69","{C90C651C-31E2-4652-BF53-FB5D43795DF2}"
"907","","efc a","2007-09-18 00:00:00","1899-12-30 12:30:00","","Cesar Cavazos","7.30","7.12","24.05",".880",".60","282","11","9",".13","200","",".150","","",".32",".198",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample taken here.  COD and copper are BRL.","","","","","","1.000","238","{EF243303-685D-4911-858A-ABE0918E803F}"
"908","","kni a","2007-09-18 00:00:00","1899-12-30 11:30:00","","Cesar Cavazos","7.74","7.95","25.40",".363",".20","337","10","6",".30","120","",".060","","",".24",".554",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".498","7","{BCB56BC5-CE2F-4682-B8EC-5E9DA767151F}"
"909","","dan a","2007-09-19 00:00:00","1899-12-30 13:00:00","","Cathy Matthews","7.46","8.01","28.22",".294",".20","446","43","34","1.24","120","",".110","","","1.42",".833",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".698","10","{81EE0D83-C90C-4751-B3AA-B754076E9EE5}"
"910","","wjo a","2007-09-19 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","7.56","4.39","26.89",".970",".60","357","48","45",".00","150","",".190","","","1.27",".476",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".256","479","{3A51895B-F0B7-4F5A-8EC4-A2EA7270A877}"
"911","","joe a","2007-09-19 00:00:00","1899-12-30 11:30:00","","Cathy Matthews","7.98","7.20","26.30",".463",".30","351","35","28",".02","120","",".260","","",".40",".173",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".116","78","{597E732E-3B97-46A9-AE45-F32BBAB973F5}"
"912","","lon a","2007-09-19 00:00:00","1899-12-30 10:30:00","","Cathy Matthews","8.67","9.74","26.40",".246",".20","332","21","12",".00","120","",".120","","",".05",".123",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, nitrate-nitrite were BRL.","","","","","",".000","9","{96D37654-638D-49B0-81DA-5921E8D98DCC}"
"913","","hon a","2007-09-19 00:00:00","1899-12-30 09:50:00","","Cathy Matthews","7.03","2.09","22.34",".582",".40","341","16","8",".00","150","",".000","","",".00",".000","52.00","",".000","","","","NO ","NO ","NO ","NO ","Copper, iron, ammonia, and phosphate were BRL.","","","","","",".810","210","{44DE7425-CD69-49EC-A0BE-84411E273BB6}"
"914","","mck a","2007-09-18 00:00:00","1899-12-30 14:50:00","","Cathy Matthews","7.92","10.42","25.30",".633",".40","357","17","9",".03","185","",".000","","",".00",".159",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample.  COD, copper, iron, and phosphorus were BRL.","","","","","","1.020","172","{D9558F7B-D7E4-4548-A123-9EF00D422E34}"
"915","","mck a","2007-09-18 00:00:00","1899-12-30 14:46:00","","Cathy Matthews","7.92","10.42","25.21",".635",".40","353","18","4",".01","185","",".040","","",".00",".106",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample taken here.  COD, copper and iron were BRL.","","","","","",".972","214","{EA3A87A5-1AFC-4862-ABD9-37DEC8B5D51D}"
"916","","mcc a","2007-09-18 00:00:00","1899-12-30 12:35:00","","Cathy Matthews","7.51","6.89","25.63",".388",".30","358","24","15",".00","150","",".210","","",".65",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, and ammonia were BRL.","","","","","",".472","102","{1217AC2E-4325-4FBB-AC44-55ED94AE10C2}"
"917","","wil a","2007-09-18 00:00:00","1899-12-30 12:22:00","","Cathy Matthews","7.29","3.85","27.18",".372",".20","357","28","27",".00","120","",".140","","",".51",".140",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".193","4","{1BB9F74A-6303-43AB-AF73-B449C769251A}"
"918","","fiv b","2007-09-18 00:00:00","1899-12-30 10:37:00","","Casey Nettles","7.83","9.61","23.90",".540",".40","349","15","4",".00","120","",".000","","",".00",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, iron, ammonia, and phosphorus were BRL.","","","","","",".846","121","{1AD2F9CE-5C6C-4F81-BEFA-8337E1804251}"
"919","","moc a","2007-09-24 00:00:00","1899-12-30 13:00:00","","Daniel Cavazos","8.23","7.65","27.02",".419",".30","384","77","85",".00","","",".350","","","2.06",".109",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".171","6","{7B0564BE-E9C9-4FDE-8276-2AD6D24EEA76}"
"920","","moc b","2007-09-24 00:00:00","1899-12-30 11:30:00","","Daniel Cavazos","7.98","7.83","26.07",".424",".30","385","30","25",".00","120","",".170","","",".58",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample taken here.  COD, ammonia, and copper were BRL.","","","","","",".000","7","{D72DCCD3-9D31-4023-A24B-A310C56F4F7E}"
"921","","ten a","2007-09-24 00:00:00","1899-12-30 09:40:00","","Daniel Cavazos","7.92","7.15","23.32",".532",".30","372","46","48",".00","150","",".100","","",".36",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, ammonia, and copper were BRL.","","","","","",".607","45","{63FE19F0-F5C9-4FF5-A100-1783D563E3D9}"
"922","","fil a","2007-09-21 00:00:00","1899-12-30 15:31:00","","Casey Nettles","7.64","19.20","26.38",".489",".30","364","27","9",".05","120","",".460","","",".34",".109",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, nitrate-nitrite and copper were BRL.","","","","","",".000","16","{28063A6A-3189-4ACD-8D02-9A1DDBB6CB44}"
"923","","coo a","2007-09-21 00:00:00","1899-12-30 14:53:00","","Casey Nettles","7.70","11.53","25.91",".466",".50","364","11","22",".00","200","",".520","","",".05",".113",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","","1.030","249","{4E70D382-C3C4-4ED0-BF1D-C3D3096E209B}"
"924","","ogu a","2007-09-21 00:00:00","1899-12-30 14:00:00","","Casey Nettles","7.61","8.88","25.44",".734",".50","362","1","26",".00","250","",".040","","",".06",".104",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".683","68","{29D3DBCD-6F36-4B54-A0AA-233E765B1D63}"
"925","","art a","2007-09-21 00:00:00","1899-12-30 13:33:00","","Casey Nettles","8.12","8.38","25.90",".855",".60","355","49","33",".03","150","",".370","","",".58",".102",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, nitrate-nitrite and copper were BRL.","","","","","",".000","3","{80597476-B9DC-4EEB-91FF-6ECE126E83D2}"
"926","","whc c","2007-09-24 00:00:00","1899-12-30 14:49:00","","Cathy Matthews","8.01","10.46","28.20",".632",".40","351","10","2",".10","150","",".940","","",".05",".109",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","","1.230","65","{B908E494-A4A3-44AD-A1CB-82BE7CF501BA}"
"927","","cec b","2007-09-24 00:00:00","1899-12-30 12:27:00","","Cathy Matthews","8.28","10.10","25.21",".447",".30","330","11","9",".07","120","",".220","","",".00",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, iron, and ammonia were BRL.","","","","","",".810","197","{54C1013E-967C-4583-8F5F-9980FE867395}"
"928","","cec a","2007-09-24 00:00:00","1899-12-30 11:14:00","","Cathy Matthews","7.56","5.39","24.37",".487",".30","313","8","16",".02","150","",".480","","",".09",".725",".00","",".000","","","","NO ","NO ","NO ","NO ","Water is murky.  Sewage going into creek upstream, called stop sewer.  COD and copper were BRL.","","","","","","1.030","1010","{CC33C39C-9B80-4F00-B86A-240FDEB7B5B2}"
"929","","ten b","2007-09-24 00:00:00","1899-12-30 09:35:00","","Cathy Matthews","7.77","7.25","23.57",".529",".30","341","11","6",".06","185","",".330","","",".03",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, ammonia were BRL.","","","","","",".501","49","{0A411C1F-1137-42D8-A636-A62A1593B03C}"
"930","","efc a","2007-09-18 00:00:00","1899-12-30 12:30:00","","Cesar Cavazos","7.30","7.12","24.05",".880",".60","282","11","9",".13","200","",".100","","",".33",".202",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample.  COD and copper were BRL.","","","","","","1.160","120","{2A9C5176-62D0-4A6B-9DFF-04DA1E093553}"
"931","","moc b","2007-09-24 00:00:00","1899-12-30 11:30:00","","Daniel Cavazos","7.98","7.83","26.07",".424",".30","385","30","25",".00","120","",".190","","",".63",".101",".00","",".000","","","","","","","","Field duplicate.  COD, copper, and nitrate/nitrite are BRL.","","","","","",".000","6","{FBBBD76A-18D1-4666-9FC3-860DA2B0ED08}"
"932","","whc e","2007-10-31 00:00:00","1899-12-30 10:53:00","","Cathy Matthews","","","","","","","","","","","","","","","","","","","","","","","NO ","NO ","NO ","NO ","","","","","","","","","{159B34AA-A0A2-4FAB-8949-FDE7168BFFBD}"
"933","","flo a","2007-10-26 00:00:00","1899-12-30 13:55:00","","Cathy Matthews","8.19","10.85","16.46",".832",".50","251","4","3",".03","250","","4.150","","",".08",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, and ammonia were BRL.","","","","","","5.780","157","{B161E648-5186-4534-957D-E5297A7107A1}"
"934","","dix b","2007-10-26 00:00:00","1899-12-30 10:53:00","","Cathy Matthews","7.83","8.42","12.76",".500",".30","248","4","5",".06","150","",".040","","",".11",".000","25.00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate sample.  Copper and ammonia were BRL.","","","","","",".749","179","{5B9F232B-7CEB-44EF-BF39-F92AB1383D17}"
"935","","dix b","2007-10-26 00:00:00","1899-12-30 10:36:00","","Cathy Matthews","7.81","8.34","12.72",".500",".30","248","5","3",".03","150","",".050","","",".13",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","Duplicate samples taken here.  COD, ammonia, and copper were BRL.","","","","","",".727","219","{A93FEA7D-180C-47BA-B339-176F36825A46}"
"936","","joe c","2007-10-25 00:00:00","1899-12-30 14:09:00","","Cathy Matthews","7.97","9.75","15.62",".857",".60","148","1","6",".02","200","",".050","","",".11",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, and ammonia were BRL.","","","","","",".589","457","{F23B16AD-EBD6-48E2-A32B-CBA2AB0DB702}"
"937","","ric b","2007-10-25 00:00:00","1899-12-30 13:07:00","","Cathy Matthews","8.13","10.46","13.64",".620",".40","139","0","6",".04","200","",".040","","",".06",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD,copper, and ammonia were BRL.","","","","","",".489","44","{996F5A55-0919-4622-8543-4AA5E2142514}"
"938","","woo a","2007-10-25 00:00:00","1899-12-30 12:40:00","","Cathy Matthews","7.49","10.10","13.34",".369",".20","138","5","8",".00","200","",".090","","",".16",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, ammonia and copper were BRL.","","","","","",".664","285","{14AC1338-EC36-4F15-AC60-766F9AE8B0F7}"
"939","","fiv d","2007-10-25 00:00:00","1899-12-30 11:42:00","","Cathy Matthews","7.83","9.50","12.67",".518",".30","128","0","0",".01","130","",".000","","",".05",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, copper, ammonia and phosphorus were BRL.","","","","","",".539","118","{34F877E5-0E63-496F-A9D9-B68A027A5317}"
"940","","cro a","2007-10-25 00:00:00","1899-12-30 11:19:00","","Cathy Matthews","7.95","7.96","12.57",".578",".40","119","0","0",".02","185","",".060","","",".05",".000",".00","",".000","","","","NO ","NO ","NO ","NO ","COD, ammonia and copper were BRL.","","","","","",".501","193","{F626FB01-2EE7-413B-862E-256CEA9B6204}"
"941","","ten d","2007-10-25 00:00:00","1899-12-30 10:32:00","","Cathy Matthews","7.86","10.21","12.78",".463",".30","121","4","4",".00","200","",".040","","",".09",".135",".00","",".000","","","","NO ","NO ","NO ","NO ","COD and copper were BRL.","","","","","",".570","140","{090AC12C-D30B-4095-8F7E-E48705048203}"
"942","","dix b","2007-10-31 00:00:00","1899-12-30 11:45:00","","Cathy Matthews","7.83","9.97","14.66",".562",".40","322","3","13",".03","150","",".010",".730",".000",".05",".000","","",".000",".000","","","","","","","Nitrite, ammonia, copper, surfactants were BRL.  All other parameters tested were entered into the White Rock Dam watershed spreadsheet.","","","","","","","756","{F676B8CF-FFCA-446D-80C7-7ED1540294CB}"
"943","","dix a","2007-10-31 00:00:00","1899-12-30 01:30:00","","Cathy Matthews","7.70","7.73","14.80",".609",".40","325","3","1",".01","150","",".010",".755",".000",".04",".000","","",".000",".000","","","","","","","Nitrite, ammonia, copper, surfactants were BRL. All other parameters tested were entered  into the White Rock Dam watershed spreadsheet.","","","","","","","378","{D474B72D-0698-4300-9B30-F310E76E4CCE}"
"944","","mcc a","2007-10-31 00:00:00","1899-12-30 02:15:00","","Cathy Matthews","7.48","6.61","14.64",".399",".30","323","0","14",".03","130","",".040",".269",".000",".15",".000","","",".000",".000","","","","","","","Nitrite, ammonia, copper, and surfactants were BRL.  All other parameters tested were entered into the White Rock Dam watershed spreadsheet.","","","","","","","102","{40587E47-EA67-4FF8-B67B-506816A285F8}"
"945","","wil a","2007-10-31 00:00:00","1899-12-30 02:35:00","","Cathy Matthews","7.56","6.29","18.75",".333",".20","322","28","32",".05","120","",".060",".417",".035",".58",".109","","",".000",".000","","","","","","","Copper and surfactants were BRL.  All other parameters tested were entered in the White Rock Dam watershed spreadsheet.","","","","","","","52","{A38BD0C7-C4B5-46F2-80C6-882C6D7CAFD8}"
"946","","jac a","2007-10-31 00:00:00","1899-12-30 03:00:00","","Cathy Matthews","7.58","8.20","16.40",".672",".40","326","0","0",".00","150","",".010",".762",".010",".12",".232","","",".000",".123","","","","","","","Copper was BRL.  All other parameters tested were entered into the White Rock Dam watershed spreadsheet.","","","","","","","361","{D0D58A8C-F916-4C7E-AD91-106B2B3AF0F3}"
"947","","jen a","2007-10-31 00:00:00","1899-12-30 03:20:00","","Cathy Matthews","7.72","7.22","16.81",".443",".30","320","10","26",".05","120","",".020",".571",".013",".07",".197","","",".000",".000","","","","","","","Copper and surfactants were BRL.  Other parameters tested are entered into the White Rock Dam watershed spreadsheet.","","","","","","","629","{9228CAE8-5B40-4517-8E36-4A44780AA0D4}"
"953","","ten a","2008-03-24 00:00:00","1899-12-30 14:13:00","","Cesar Cavazos","7.90","10.67","13.88",".690",".40","507","20","22",".30","180","",".150","","",".74",".000",".00","",".000","","","","","","","","Ammonia was BRL (below 1.00), copper was BRL (below 0.010), COD was BRL (below 20.0).  Total coliform was 2300 CFU/100ml.","","","","","","2.360","83","{AB16FA4D-E2F4-4B5D-B455-584759D6232B}"
"954","","ten b","2008-03-24 00:00:00","1899-12-30 12:47:00","","Cesar Cavazos","8.00","10.89","12.89",".703",".50","499","7","15",".10","180","",".050","","",".20",".000",".00","",".000","","","","","","","","Ammonia was BRL (= below 1.00), copper was BRL (=below 0.01), COD was BRL (below 20.0).  Total coliform was 3000 cfu/100ml.","","","","","","1.740","72","{DE22EF88-0EBC-4A2C-A140-550A426D1A5D}"
"955","","ten d","2008-03-24 00:00:00","1899-12-30 12:05:00","","Cesar Cavazos","7.97","11.24","11.87",".733",".50","505","5","13",".30","200","",".040","","",".05",".000",".00","",".000","","","","","","","","Ammonia was BRL (below MQL of 1.00), copper was BRL (below MQL of 0.010), COD was BRL (below MQL of 20.0). Total coliform was 7600 cfu/100 ml.","","","","","","1.900","124","{6B3780C6-7AFC-47A0-9BD9-50CE421E7797}"
"956","","whi a","2008-03-26 00:00:00","1899-12-30 11:29:00","","Cesar Cavazos","7.43","6.79","15.65",".580",".40","530","12","15",".30","200","",".020","","",".14",".092",".00","",".000","","","","","","","","Copper was undetected (< 0.003mg/l), COD was undetected (<5.04mg/l), total coliform was 1500 cfu/100ml.","","","","","",".275","125","{C6790503-0646-4599-88F7-D171EDDA09A5}"
"957","","fiv b","2008-03-26 00:00:00","1899-12-30 12:00:00","","Cesar Cavazos","7.74","7.08","16.59",".707",".50","530","16","20",".00","120","",".020","","",".16",".091",".00","",".000","","","","","","","","Copper was undetected (<0.003 mg/l), COD was undetected (< 5.04 mg/l), total coliform was 3300 cfu/100ml.","","","","","","1.690","108","{CA566BC0-EAD7-4CA3-A554-0D99822593F3}"
"958","","new a","2008-03-26 00:00:00","1899-12-30 12:26:00","","Cesar Cavazos","7.76","7.10","16.06",".697",".50","527","20","20",".34","120","",".030","","",".12",".075",".00","",".000","","","","","","","","Duplicate, or split, sample taken here.  Copper was undetected (< 0.003 mg/l), COD was undetected (< 5.04mg/l), total coliform was 3300 cfu/100ml.","","","","","","1.840","140","{B076970F-F0B2-4928-BBD4-14C4DF3D59D7}"
"959","","new a","2008-03-26 00:00:00","1899-12-30 12:39:00","","Cesar Cavazos","7.75","7.31","16.65",".697",".50","525","25","28",".03","120","",".050","","",".64",".068",".00","",".000","","","","","","","","Duplicate, or split, sample results.  Copper was undetected (< 0.003 mg/l), COD was undetected (<5.04 mg/l), total coliform was 4900 cfu/100ml.","","","","","","1.810","133","{17C7C46B-EBA3-48CA-AD84-6C8EFB8C985F}"
"960","","hon a","2008-03-26 00:00:00","1899-12-30 14:06:00","","Cesar Cavazos","7.45","7.46","",".694",".40","520","13","15",".13","120","",".070","","",".32",".116",".00","",".000","","","","","","","","Copper was undetected (< 0.003 mg/l), COD was undetected (< 05.04). Total coliform was 8100 cfu/100ml.","","","","","",".372","260","{D428EC9C-BDF3-4D43-8036-D19514826AEF}"
"961","","fiv a","2008-03-26 00:00:00","1899-12-30 14:30:00","","Cesar Cavazos","7.80","7.18","16.90",".704",".50","519","12","10",".30","120","",".020","","",".14",".069",".00","",".000","","","","","","","","Copper was undetected (< 0.003 mg/l), COD was undetected (< 5.04mg/l), total coliform was 5000 cfu/100ml.","","","","","","1.710","113","{637A73ED-5FD1-44FB-8600-3FEA4D1363FD}"
"962","","par a","2008-03-31 00:00:00","1899-12-30 10:30:00","","Cesar Cavazos","7.65","6.11","19.50",".566",".40","503","33","34",".00","120","",".400","","",".48",".249","6.00","",".000","","","","","","","","Copper was below MDL (of 0.003mg/l), total coliform was 2000 cfu/100ml.","","","","","",".054","52","{D0D79D40-CA13-4887-AAA6-B676F2EB12B7}"
"963","","hic b","2008-03-31 00:00:00","1899-12-30 11:05:00","","Cesar Cavazos","7.56","6.75","18.34",".966",".60","499","23","24","2.20","120","",".110","","",".14",".089",".00","",".000","","","","","","","","Nitrate-nitrite was below MDL (of 0.050mg/l), copper was below MDL, (of 0.003 mg/l), COD was below MDL (of 5.04 mg/l), total coliform was 5800 cfu/100ml.","","","","","",".000","88","{9A3D0422-A426-4754-AB6E-3CD2D9A240E7}"
"964","","fiv d","2008-03-25 00:00:00","1899-12-30 14:30:00","","Cathy Matthews","7.88","8.12","16.58",".675",".40","525","9","5",".03","230","",".010","","",".00",".141",".00","",".000","","","","","","","","COD was BRL (<20.0), iron was BRL (<0.030), copper was BRL (<0.010), total coliform was 1400 cfu/100ml.","","","","","","1.120","93","{6BD7EC46-57C0-4FDE-940A-3700246D8B9E}"
"965","","cro a","2008-03-25 00:00:00","1899-12-30 13:50:00","","Cathy Matthews","7.97","7.17","15.72",".683",".40","523","7","9",".00","200","",".020","","",".05",".103",".00","",".000","","","","","","","","COD was BRL(<20.0), cooper was BRL (<0.010),  total coliform was 7300 cfu/100ml.","","","","","",".710","162","{B9FF0DFB-B6BA-4AA7-B488-147030733C0D}"
"966","","woo a","2008-03-25 00:00:00","1899-12-30 13:15:00","","Cathy Matthews","7.93","8.86","14.68",".725",".50","517","8","9",".06","230","",".020","","",".06",".147",".00","",".000","","","","","","","","BOD was 2.44 mg/l, COD was BRL (<20.0), copper was BRL (<0.010), total coliform was 400 cfu/100ml.","","","","","","1.210","64","{4108CA35-180D-40EA-8918-DC1C16C88956}"
"967","","ric b","2008-03-25 00:00:00","1899-12-30 12:05:00","","Cathy Matthews","7.83","9.54","14.13",".710",".50","514","5","5",".05","185","",".020","","",".05",".000",".00","",".000","","","","","","","","Duplicate, or split, samples done here. BOD was 2.49 mg/l, COD was BRL(<20.0), copper was BRL (<0.010), ammonia was BRL(<0.100), total coliform was 1900 cfu/100ml.","","","","","","1.030","96","{2332AF84-7CC6-4CC5-AA69-C80C1B748D57}"
