"WET_WEATHER_SAMPLING_ID","EMPLOYEE_ID","EMPLOYEE_NAME","SITE_ID","SITE_COMMON_NAME","SAMPLE_DATE","SAMPLE_TIME","TEMPERATURE","CONDUCTIVITY","DO","PH","TOT_DISSOLVED_SOLID","TURBIDITY","TOT_SUSPENDED_SOLID","CHLORINE","HARDNESS","CHEM_OXYGEN_DEMAND","NITRITE","NITRATE","FECAL_COLIFORM","PHOSPHOROUS","LEAD","IRON","COPPER","ALUMINUM","CHROMIUM_HEXAVALENT","MOLYBDENUM","SULPHATE","FLUORIDE","DETERGENT","NICKEL","FREE_CHLORINE","CADMIUM","TOTAL_CHROMIUM","MANGANESE","OIL_OR_GREASE","SILVER","ZINC","TPH","BOD","FLOATABLES","OIL_SHEEN","LEAVES","GRASS_CLIPPINGS","SEWAGE_PRESENT","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","FISH_ODOR","OTHER_ODOR","COMMENTS","AMMONIA","E_COLI","NITRATE_NITRITE","ROWID"
"663","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","Zero Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{133A0725-6996-47BB-BF5A-A0FB5A095696}"
"664","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","Fifeteen Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{FA5B76B8-45BC-4B54-A27F-6203BE3FB632}"
"665","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","Thirty Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{43A67EA5-98D9-416C-A52A-122F71DD0BCE}"
"666","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","45 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{D6F23AD6-DE0E-4263-9952-6C9946BAEA63}"
"667","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","60 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{C454C808-A556-4B5B-B427-670777F9EF16}"
"668","","Cesar Cavazos","","LMDC1","2006-12-20 00:00:00","Composite","13.41",".476","8.30","7.80",".30","185.00","189",".30","120","33.00","","","",".230","","4.820",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".716","",".000","{45CEA228-F8B9-4F74-816D-9AEF5A3C64E5}"
"669","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","Background","14.70",".314","10.10","7.30",".20","9.00","9",".00","120","33.00","","","",".100","",".360",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","",".000","{EA8BE240-9758-4D00-A96F-45D30499D3A6}"
"670","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","First Flush","9.40",".400","9.10","7.20",".30","54.00","55",".01","120","35.50","","","",".160","","2.190",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","",".000","{D62924C2-7101-471C-B183-B025C8F710F5}"
"671","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","Zero Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{B8C99702-0291-465A-9FE8-06A1968A02F8}"
"672","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","Fifeteen Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{94693F04-102F-4C1A-ABEA-38223E474543}"
"673","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","Thirty Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{3A29951B-7B1F-45B5-9FC1-776C30897525}"
"674","","Cesar Cavazos","","PRAI1","2006-12-20 00:00:00","45 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{908FC983-E374-45AE-B78D-F03692F51904}"
"675","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","60 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{EA1F5AE0-F2A4-4AAB-9327-7B3F44466E47}"
"676","","Cesar Cavazos","","PRAI1","2006-12-29 00:00:00","Composite","7.40",".480","8.90","7.40",".30","118.00","120",".00","150","33.00","","","",".160","","2.140",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1",".566","",".000","{5FE707DE-2145-43C4-92BC-8FB9EEB8F757}"
"677","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","Background","12.70",".301","7.20","7.10",".30","17.00","18",".00","120","55.60","","","",".110","",".400",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","",".000","{793B5D96-F53A-4DC7-8897-38027CC02890}"
"678","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","First Flush","11.70",".250","8.99","7.00",".30","122.00","124",".00","120","30.40","","","",".350","","2.140",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","",".394","{EB225C0D-629E-4FAD-A0F6-50BB29C4CFAD}"
"679","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","Zero Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{5736022B-1555-4DDC-80D3-4DE09118B4FE}"
"680","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","Fifeteen Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{8E66EC3D-7D46-4833-9629-46DFB50D3190}"
"681","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","Thirty Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{46C18DF8-C118-4811-967A-5ADE79F883DC}"
"682","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","45 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{4A0B5F9E-5080-4D33-927D-9E2E197E6244}"
"683","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","60 Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{16C9B224-2945-4CAA-B8A3-BB2AE8584DAC}"
"684","","Cesar Cavazos","","PRAI1","2007-01-05 00:00:00","Composite","8.20",".192","9.80","6.90",".12","225.00","124",".00","100","32.90","","","",".350","",".400",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","",".388","{282B49A3-B9F7-4528-BE6C-782C4F05C1B4}"
"685","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","Background","12.01",".399","8.90","7.60",".30","19.00","17",".02","120","25.30","","","",".130","",".610",".000",".00","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","2.580","{10873446-B81C-4106-BF29-50BCCF22FB3A}"
"686","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","First Flush","11.50",".455","8.40","7.90",".30","80.00","77",".01","120","37.90","","","","3.210","","3.520",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1",".000","","2.550","{4B2B04AE-B47F-4553-B423-15EE904348A7}"
"687","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","Zero Time","11.50",".457","8.50","7.80",".30","120.00","99",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{07B0BB6A-8C36-4E81-9C9C-DA8FB08FBDA0}"
"688","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","Fifeteen Time","11.50",".456","8.30","7.80",".30","129.00","111",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{43D48745-94ED-4328-9541-82F9B963222C}"
"689","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","Thirty Time","11.40",".446","8.10","7.70",".30","135.00","120",".00","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{6B25DD21-82C9-4615-A891-4E4D3B5D765C}"
"690","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","45 Time","11.40",".459","8.00","7.80",".30","140.00","123",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{720EE5DA-7B1D-4B35-887E-3C5FC910A6BE}"
"691","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","60 Time","11.30",".460","7.60","7.80",".30","156.00","150",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1","","","","{780C0520-C162-425E-83FF-7025FD5A6D47}"
"692","","Cesar Cavazos","","EFCD1","2007-01-04 00:00:00","Composite","","","","","","","","","","43.00","","","",".530","","8.630",".010","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#1",".000","","2.930","{9B8C23F9-9F84-49D3-AC05-79BB202D52DD}"
"693","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","Background","15.63",".741","6.74","7.94",".50","9.00","11",".00","120",".00","","","",".080","",".030",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","","2.140","{DD1513B0-DEF2-410D-8BD3-D06B2FB9DEB1}"
"694","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","First Flush","15.59",".740","7.21","7.96",".50","54.00","69",".00","180","24.90","","","",".170","",".240",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","","2.190","{9BE0FC61-A028-4FE6-A45C-9A62B260C796}"
"695","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","Zero Time","15.70",".736","7.11","7.90",".40","67.00","69",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{2FBB30DF-C616-47EB-B51C-A754B4B436ED}"
"696","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","Fifeteen Time","15.67",".730","7.09","7.89",".40","74.00","76",".00","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{3EBAFED7-EE92-4E54-9C98-EBE09346F071}"
"697","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","Thirty Time","15.90",".711","7.01","7.88",".40","79.00","78",".01","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{283D3A79-8138-4CA1-BCBF-6A2D909D1438}"
"698","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","45 Time","16.37",".643","7.00","8.00",".40","84.00","82",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{C2F4762F-FFC6-42B3-8195-1792055400E6}"
"699","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","60 Time","16.37",".651","7.02","7.81",".40","90.00","89",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2","","","","{10B64B7D-399E-414B-AF1F-6E2EC47A2842}"
"700","","Cesar Cavazos","","EFCD1","2007-01-12 00:00:00","Composite","","","","","","","","","","49.90","","","",".350","",".590",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","Event#2",".000","","2.040","{06E353ED-35BF-408A-A595-058142A56638}"
"701","","Cesar Cavazos","","DAEB1","2007-03-27 00:00:00","Background","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Regional  W.W. Site: DL-0703(a)-1  {07'-downstream @ 2200 Irving Blvd (44F)-1st Quarter}","","","","{07D4F194-647E-480E-A42D-6B1EDC1E1AC1}"
"702","","Cesar Cavazos","","DAEB1","2007-03-27 00:00:00","First Flush","","","","7.60",".49","","128","","","43.90","","","",".520",".01","",".000","","","","","","","","",".00",".00","",".00","",".04","","7.98","","","","","","","","","","","Regional  W.W. Site: DL-0703(a)-1-A  {07' downstream @ 2200 Irving Blvd -1st Quarter-1st Flush}","","",".503","{005AE44C-D3D4-4084-B2F6-34FC2CBFFC5C}"
"703","","Cesar Cavazos","","DAEB1","2007-03-27 00:00:00","Composite","","","","7.37",".45","","1460","","","116.00","","","","1.850",".01","",".000","","","","","","","","",".00",".00","",".00","",".02","","15.80","","","","","","","","","","","Regional  W.W. Site: DL-0703(a)-1-D  @ 2200 Irving Blvd (44F)  Event# 1of 4 {07'}","","",".313","{36B68114-B391-4ADE-A0D8-4A2A0BCD6BF5}"
"704","","Cesar Cavazos","","DAEB2","2007-03-27 00:00:00","Background","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".00","","","","","","","","","","","","","","","Regional  W.W. Site: DL-0703(b)-1 @ 1200 Conveyor Ln (43D)","","","","{49A63301-7B70-4E83-A5E0-8C0064F109CE}"
"705","","Cesar Cavazos","","DAEB2","2007-03-27 00:00:00","First Flush","","","","7.93",".51","","56","","","23.50","","","",".180",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","","9.84","","","","","","","","","","","Regional  W.W. Site: DL-0703(b)-1-A  @ 1200 Conveyor Ln (43D)  Event# 1of 4 {07'}","","",".529","{B9072348-0D92-4975-A95C-E8025C16ABF0}"
"706","","Cesar Cavazos","","DAEB2","2007-03-27 00:00:00","Composite","","","","7.73",".46","","224","","","41.40","","","","",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","8.74","","","","","","","","","","","Regional  W.W. Site: DL-0703(b)-1-D  @ 1200 Conveyor Ln (43D)  Event# 1of 4 {07'}","","",".408","{A48B695E-4B03-4027-8D1D-ED5E6C3889D1}"
"707","","Cesar Cavazos","","DAEB3","2007-03-27 00:00:00","Background","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".00","","","","","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-1 @ 1600 Regal Row (33K)","","","","{F43AB4F8-3305-41AD-A556-EF081CC598A0}"
"708","","Cesar Cavazos","","DAEB3","2007-03-27 00:00:00","First Flush","","","","7.91",".53","","20","","","33.70","","","",".170",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","","4.80","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-1-A  @ 1600 Regal Row (33K) Event# 1of 4 {07'}","","",".349","{FE9CF65D-137A-4979-975E-F936F7E8F3AA}"
"709","","Cesar Cavazos","","DAEB3","2007-03-27 00:00:00","Composite","","","","7.43",".33","","382","","","66.90","","","","1.390",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","12.20","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-1-D @ 1600 Regal Row (33K) Event# 1of 4 {Event 1 of 4}","","",".170","{B55C7C02-4FE6-4AF6-9E39-0BBD42238446}"
"710","","Cesar Cavazos","","DAEB4","2007-03-27 00:00:00","Background","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".00","","","","","","","","","","","","","","","Regional  W.W. Site: DL-0701(b)-1  @ 4700 Cedar Springs Rd (34V) Event# 1of 4","","","","{73C2F0A8-3B5C-47F8-97A0-C1D7B6693E47}"
"711","","Cesar Cavazos","","DAEB4","2007-03-27 00:00:00","First Flush","","","","7.90",".70","","12","","","10.70","","","",".080",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","2.51","","","","","","","","","","","Regional  W.W. Site: DL-0701(b)-1-D  @ 4700 Cedar Springs Rd (34V) Event# 1of 4 {07'}","","",".981","{8BD2CA31-8082-41B7-AA75-45C1B0349028}"
"712","","Cesar Cavazos","","DAEB4","2007-03-27 00:00:00","Composite","","","","9.29",".45","","184","","","105.00","","","",".620",".00","",".010","","","","","","","","",".00",".00","",".00","",".04","","31.60","","","","","","","","","","","Regional  W.W. Site: DL-0701(b)-1-D  @ 4700 Cedar Springs Rd  {1st Quarter 07'}  Event 1 of 4","","",".000","{1EBBF338-AF13-4EE4-8797-771381464FA4}"
"717","","Cesar Cavazos","","DAEB1","2007-04-14 00:00:00","First Flush","","","","7.37",".28","","0","","","26.40","","","",".100",".00","",".000","","","","","","","","",".00",".00","",".00","",".02","","3.92","","","","","","","","","","","Regional  W.W. Site: DL-0703(a)-2-A  @ 2200 Irving Blvd {2nd Quarter 07'}","","","","{9296CA9E-E5CA-47D9-8468-AE13745632D5}"
"718","","Cesar Cavazos","","DAEB1","2007-04-14 00:00:00","Composite","","","","7.30",".29","","0","","","51.70","","","",".560",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","4.66","","","","","","","","","","","Regional  W.W. Site: DL-0703(a)-2-D   @ 2200 Irving Blvd {2nd Quarter 07'}","","","","{F4B7F63D-DFCC-449A-B18B-3EDDF549B9AA}"
"719","","Cesar Cavazos","","DAEB2","2007-04-14 00:00:00","First Flush","","","","7.91",".47","","0","","","11.20","","","",".060",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","",".00","","","","","","","","","","","Regional  W.W. Site: DL-0703(b)-2-A   @ 1200 Conveyor {2nd Quarter 07'}","","","","{EA8AEBB2-D635-4949-9D7E-7776AB7172C9}"
"720","","Cesar Cavazos","","DAEB2","2007-04-14 00:00:00","Composite","","","","7.83",".47","","0","","","26.40","","","",".180",".00","",".010","","","","","","","","",".00",".00","",".00","",".04","","2.68","","","","","","","","","","","Regional  W.W. Site: DL-0703(b)-2-D   @ 1200 Conveyor {2nd Quarter 07'}","","","","{D09DE7D0-0895-4C99-9CDB-7F5EFA4A7BCD}"
"721","","Cesar Cavazos","","DAEB4","2007-04-14 00:00:00","First Flush","","","","7.78",".18","","400","","","13.70","","","",".100",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","3.26","","","","","","","","","","","Regional  W.W. Site: DL-0701(b)-2-A  @ 4700 Cedar Springs {2nd Quarter 07'}",".237","","","{D45E886C-FFA1-4BC6-9F42-419855C765AC}"
"722","","Cesar Cavazos","","DAEB4","2007-04-14 00:00:00","Composite","","","","7.38",".20","","0","","","54.20","","","",".000",".02","",".040","","","","","","","","","",".01","",".00","",".13","","29.20","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-2-D   @ 4700 Cedar Springs {2nd Quarter 07'}",".694","","","{B0501FBC-479A-4918-B6A4-547585567664}"
"723","","Cesar Cavazos","","DAEB3","2007-05-01 00:00:00","First Flush","","","","7.25",".33","","26","","","23.30","","","",".090",".00","",".000","","","","","","","","",".00",".00","",".00","",".01","","3.34","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-2-A {07' upstream @ 1600 Regal Row-2nd Quarter-1st Flush sample}","","","2.830","{1EE5DC93-9C11-4311-A0A9-E2D5B4C9088A}"
"724","","Cesar Cavazos","","DAEB3","2007-05-01 00:00:00","Composite","","","","7.34",".36","","60","","","38.70","","","",".130","","","","","","","","","","","",".00",".00","",".00","",".01","","4.03","","","","","","","","","","","Regional  W.W. Site: DL-0701(a)-2-D  { 07' upstream @ 1600 Regal Row -2nd Quarter-composite sample}","","","2.920","{E254E245-AB72-4B0B-A188-5A874B1F8E87}"
"725","","Cesar Cavazos","","DAEB5","2007-05-08 00:00:00","First Flush","","","","7.75",".37","","8","","",".00","","","",".140",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","",".00","","","","","","","","","","","07' 2nd Quarter Regional W.W. DL-0701(c)-2-A  @2800 Cedar Springs","","",".909","{D27A1FD9-C5CB-4EE8-81B4-E4D59FF8E259}"
"737","","Cesar Cavazos","","DAEB5","2007-05-08 00:00:00","Composite","","","","7.32",".28","","38","","","19.40","","","",".150",".00","",".000","","","","","","","","",".00",".00","",".00","",".02","","5.66","","","","","","","","","","","07' 2nd Quarter Regional W.W. DL-0701(c)-2-D  @2800 Cedar Springs","","",".731","{CC155448-4C76-4543-A7AC-4A35159F6991}"
"738","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","Background","19.50",".932","4.10","7.50",".40","4.00","6",".04","200",".00","","","",".060","","1.470",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1",".593","",".000","{9185B5F4-C3C3-400E-A5BB-85D71DBABED6}"
"739","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","First Flush","21.28",".815","3.46","7.51",".50","22.00","21",".20","200","16.30","","","",".110","","1.250",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1",".531","",".000","{214AF732-A060-4F75-AAAC-A41E6E7BD10C}"
"740","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","Zero Time","21.37",".810","3.30","7.54",".50","23.00","26",".20","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1","","","","{B46440FA-E098-4DDF-A39D-CF4579246550}"
"741","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","Fifeteen Time","21.41",".809","3.75","7.54",".50","24.00","22",".81","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1","","","","{DE27488A-7CF3-41BB-9AEF-B361B2E1181D}"
"742","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","Thirty Time","21.57",".854","4.41","7.51",".60","27.00","29",".20","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1","","","","{190EB50C-AA20-4734-984C-CC2722D567FF}"
"743","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","45 Time","21.51",".843","3.49","7.53",".50","26.00","28",".20","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1","","","","{A739A1EC-FB24-4460-A027-1ED5319BD3D7}"
"744","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","60 Time","21.45",".843","3.05","7.52",".50","29.00","31",".20","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1","","","","{7F5348FE-ED17-4F24-9985-A928AF06715E}"
"745","","Cesar Cavazos","","ATEN1","2007-05-24 00:00:00","Composite","","","","","","","","","",".00","","","",".090","","1.360",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-12700 FOOTHILL DRIVE (69A-S) Event#1",".413","",".000","{1313CB40-72DE-49EB-B7BE-78A120F8B411}"
"746","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","Background","22.70",".289","5.10","8.29",".20","21.00","24",".04","120",".00","","","",".060","","2.170",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-15000 Interstate 20 (70A-A) Event#1",".000","",".000","{E2696A46-A7C6-47B7-8D39-0E8C7F3C77B7}"
"747","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","First Flush","21.02",".086","6.62","8.13",".10","328.00","367",".00","120","57.30","","","",".220","","3.790",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-15000 Interstate 20 (70A-A) Event#1",".205","",".436","{F99818FD-C894-4E76-BF02-CFC3D95CF84B}"
"748","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","Zero Time","21.02",".092","5.89","8.26",".10","336.00","384",".00","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15000 Interstate 20 (70A-A) Event#1","","","","{8D701C0C-E49D-4A9F-8257-48739961DF1E}"
"749","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","Fifeteen Time","20.82",".106","5.75","8.21",".10","258.00","275",".00","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1500 Interstate 20 (70-A-A) Event#1","","","","{DD5B7977-C142-4024-A6DD-D1440AD759D9}"
"750","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","Thirty Time","20.70",".105","5.28","8.21",".10","250.00","255",".00","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1500 Interstate 20 (70-A-A) Event#1","","","","{2078B752-363B-4E3B-B684-7C69FD8DA256}"
"751","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","45 Time","20.56",".118","5.63","8.12",".10","238.00","250",".00","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1500 Interstate 20 (70-A-A) Event#1","","","","{B66385B4-7E0D-4B02-96CB-2E71C3F973CE}"
"752","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","60 Time","20.36",".129","6.06","8.13",".10","240.00","253",".00","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1500 Interstate 20 (70-A-A) Event#1","","","","{7B2DE06D-F783-4089-97C3-C51C464196F4}"
"753","","Cesar Cavazos","","EFTR1","2007-05-24 00:00:00","Composite","","","","","","","","","","54.70","","","",".370","","2.940",".000","","","","","","","","","","","","","","","","","","","","","","","","","","","-1500 Interstate 20 (70-A-A) Event#1",".266","",".334","{1B8D58B9-0E94-4B12-92DD-85B9D64E4A96}"
"757","","Cesar Cavazos","","DAEB1","2007-08-31 00:00:00","First Flush","27.00",".380","7.90","7.80",".25","74.00","132",".00","120","28.60","","","",".000",".15","",".000","","","","","","","","",".00",".00","",".00","",".00","","2.53","","","","","","","","","","","Regional DL-0703(a)-3-A  @ 2200 Irving Blvd {3rd Q 07'} Arsenic 0mg/L","","",".000","{8D8E91B6-87E1-4847-BCC0-428AAA980989}"
"758","","Cesar Cavazos","","DAEB1","2007-08-31 00:00:00","Composite","27.50",".381","6.40","7.50",".26","81.00","66",".01","","20.80","","","",".000",".02","",".010","","","","","","","","",".00",".01","",".00","",".00","","3.22","","","","","","","","","","","Regional DL-0703(a)-3-D @2200Irving Blvd {3rd Q 07'} Arsenic 0 mg/L","","",".000","{F634B61E-7275-40EF-B9FB-D8C25C6E4AB5}"
"759","","Cesar Cavazos","","DAEB2","2007-08-31 00:00:00","First Flush","27.10",".401","7.10","7.70",".26","51.00","22",".00","",".00","","","2000",".010","","",".000","","","","","","","","",".00",".00","",".00","",".00","","2.59","","","","","","","","","","","Regional DL-0703(b)-3-A @1200 Conveyor {3rd Q 07'} Arsenic 0 mg/L","","17",".403","{3829EB0F-780E-4E01-95F6-07E5C7DCF6AB}"
"760","","Cesar Cavazos","","DAEB2","1931-08-31 00:00:00","Composite","27.00",".380","7.90","7.80",".27","74.00","15","","",".00","","","53",".110",".00","",".000","","","","","","","","",".00",".00","",".00","",".00","","2.42","","","","","","","","","","","Regional DL-0703(b)-3-D @1200 Conveyor {3rd Q 07'} Arsenic 0 mg/L","","23",".306","{7EDD644A-43BD-4E19-80CA-F4F4DF90A8B2}"
"761","","Cesar Cavazos","","DAEB3","2007-08-31 00:00:00","First Flush","25.70",".347","7.20","7.80",".31","62.00","7",".00","",".00","","","",".340",".00","",".020","","","","","","","","",".00",".00","",".00","",".06","",".00","","","","","","","","","","","Regional DL-0701(a)-3-A @1600 Regal Row {3rd Q 07'} Arsenic 0 mg/L; Fecal Coliform 50k","","689",".344","{BBA5627B-7279-4AA0-99FB-CCB0F17D6D67}"
"762","","Cesar Cavazos","","DAEB3","2007-08-31 00:00:00","Composite","25.10",".297","7.90","7.70",".32","87.00","1770",".00","",".00","","","",".670",".11","",".050","","","","","","","","",".00",".06","",".00","",".01","","7.01","","","","","","","","","","","Regional DL-0701(a)-3-D @ 1600 Regal Row {3rd Q 07'} Arsenic 0 mg/L; Fecal Coliform 50k","","961",".000","{F3C30E58-338C-4B28-A376-98A41448160C}"
"763","","Cesar Cavazos","","DAEB4","2007-08-31 00:00:00","First Flush","25.20",".290","7.90","7.70",".05","34.00","1010",".02","",".00","","","","",".00","",".020","","","","","","","","",".00",".00","",".00","",".05","","2.67","","","","","","","","","","","Regional DL-0701(b)-3-A @4700 Cedar Springs {3rd Q 07'} Arsenic 0 mg/L","","","","{3ADC5DA1-3D6C-4377-A2FE-8EB30869AD28}"
