"SAMPLING_EVENTS_ID","CUSTODY_NUMBER","SWM_SITE_ID","SWM_SITE_NUMBER","SITE_ADDITIONAL_DESCRIPTION","PROGRAM_CATEGORY","SAMPLE_TYPE","MATRIX_TYPE","SWM_WATERSHED","HUC_12_WATERSHED","HUC_12_WATERSHED_NAME","LOCATION_DESCRIPTION","COLLECT_DATE","COLLECT_TIME","SAMPLER_NAME","DATE_ANALYZED","LATITUDE","LONGITUDE","COMMENTS","APPROVED_BY","DATE_LAB_DATA_RECVD","RECORD_CREATED","APPROVED_DATE","NUMBER_OF_CONTAINERS","TURN_AROUND_TIME","SAMPLES_FOR_LAB","MODIFIED_BY","HUC_12_SUBNAME","EVENT_COMMENT","DUPLICATE","HABITAT_SCORE","HABITAT_FLAG","LABORATORY","STREAM_LOCATION","GBA_SN_ID","FLOW_SEVERITY","DAYS_SINCE_LAST_RAINFALL","INSTANTANEOUS_FLOW","OUTFALL_NUM","ROWID"
"3287","20150603-SM-3","WDAL-1","","","Bioassessment","Grab","Water","","120301020706","Delaware Creek-West Fork Trinity River","3300 Walton Walker Blvd","2015-06-03 00:00:00","2015-06-03 11:12:00","samuel.mosazghi","2015-06-03 00:00:00","","","","","","2015-06-03 00:00:00","","3","Normal","True","","Delaware Creek-West Fork Trinity River - DELCK","","","","","TTI","","","","","","","{E8C60371-95C4-44C9-A125-8A53571C0168}"
"3288","20150603-SM-4","DELA-1","","","Bioassessment","Grab","Water","","120301020706","Delaware Creek-West Fork Trinity River","1800 S Walton Waker Blvd","2015-06-03 00:00:00","2015-06-03 11:41:00","samuel.mosazghi","2015-06-03 00:00:00","","","","","","2015-06-03 00:00:00","","3","Normal","True","","Delaware Creek-West Fork Trinity River - DELCK","","","","","TTI","","","","","","","{D604F749-915E-404E-B684-AE01550802DE}"
"3289","20150603-SM-5","ELMT-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","100 N. Wildwood","2015-06-03 00:00:00","2015-06-03 12:27:00","samuel.mosazghi","2015-06-03 00:00:00","","","","","","2015-06-03 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{07F30C4A-1B2F-413B-8BBF-79CC94E15CA4}"
"3290","20150520-CM-1","ela-a","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","7306 Gayglen Dr","2015-05-20 00:00:00","2015-05-20 10:15:00","christopher.morris","2015-05-20 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{09E5889C-E595-4B6F-B1F4-6396B3D2ADAF}"
"3291","20150520-CM-2","ela-b","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","7107 hawn frwy","2015-05-20 00:00:00","2015-05-20 10:40:00","christopher.morris","2015-05-20 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{23A02F05-576C-4981-BCF5-B9B3EE0B047D}"
"3292","20150520-CM-3","hic-d","","","Bioassessment","Grab","Water","","120301050204","Hickory Creek-Parsons Slough","12201 CF Hawn Fwy","2015-05-20 00:00:00","2015-05-20 11:15:00","christopher.morris","2015-05-20 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Hickory Creek-Parsons Slough","","","","","TTI","","","","","","","{21057A97-7DC5-4B4D-A9FB-64CDB4A320FA}"
"3293","20150520-CM-4","ATEN-1","","","Bioassessment","Grab","Water","","120301050204","Hickory Creek-Parsons Slough","3000 Jordan Valley","2015-05-20 00:00:00","2015-05-20 11:50:00","christopher.morris","2015-05-20 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Hickory Creek-Parsons Slough","","","","","TTI","","","","","","","{755ABBF7-37DC-4EE8-9CB4-6705481073FF}"
"3294","20150520-CM-5","par-a","","","Bioassessment","Grab","Water","","1","1","1700 malloy bridge rd","2015-05-20 00:00:00","2015-05-20 12:30:00","christopher.morris","2015-05-20 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","1","","","","","TTI","","","","","","","{A168E346-87A9-47AF-83E8-9C83079105F9}"
"3295","20150604-CM-1","NWD-5","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","10600 Brockbank Drive","2015-06-04 00:00:00","2015-06-04 09:50:00","christopher.morris","2015-06-04 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{CF23C0B2-C6AD-47F0-B971-1F585F294765}"
"3296","20150604-CM-2","bab-c","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","9301 Sunnybrook Ln","2015-06-04 00:00:00","2015-06-04 10:00:00","christopher.morris","2015-06-04 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{33225572-4C30-45D8-A86B-256304EFB5D7}"
"3297","20150604-CM-3","LBAC-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","9400 Harry Hines Blvd","2015-06-04 00:00:00","2015-06-04 10:50:00","christopher.morris","2015-06-04 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{CCF8B861-77D3-499A-8AA8-E170F2C321CD}"
"3298","20150604-CM-4","TRO-C","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","1600 Viceroy","2015-06-04 00:00:00","2015-06-04 11:10:00","christopher.morris","2015-06-04 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{023287C8-B4A2-45F2-9E71-D3E2BD2CBCA5}"
"3299","20150604-CM-5","tur-c","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3858 Turtle Creek  DR","2015-06-04 00:00:00","2015-06-04 12:05:00","christopher.morris","2015-06-04 00:00:00","","","","","","2015-06-04 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{E40AF4A5-C6E8-4ECC-8E1F-315D426AA1B1}"
"3305","20150605-CM-1","UWRC-1","","","Bioassessment","Grab","Water","","120301050103","Headwaters White Rock Creek","5900 Kelly Springs","2015-06-05 00:00:00","2015-06-05 09:25:00","christopher.morris","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Headwaters White Rock Creek","","","","","TTI","","","","","","","{319A05E6-A13A-4059-9577-C20FDB5F51C0}"
"3306","20150605-CM-2","cot-c","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8500 spring valley rd","2015-06-05 00:00:00","2015-06-05 10:00:00","christopher.morris","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Floyd Branch-White Rock Creek","","","","","TTI","","","","","","","{21F7C75B-47E8-446D-BD82-542CD84960A8}"
"3307","20150605-CM-3","whc-c","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","8600 royal ln","2015-06-05 00:00:00","2015-06-05 10:50:00","christopher.morris","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{D5F75982-DD1B-4A38-84FF-3D7C0A9BB36F}"
"3308","20150605-CM-4","jac-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","6910 Skillman","2015-06-05 00:00:00","2015-06-05 11:20:00","christopher.morris","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{DDD13338-8526-4C30-A27A-A628EB37819F}"
"3309","20150605-CM-4_dup","jac-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","6910 Skillman","2015-06-05 00:00:00","2015-06-05 11:25:00","christopher.morris","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","True","","","TTI","","","","","","","{0164B4DC-ACC7-43DC-9B47-F1737B0D4900}"
"3310","20150605-SM-1","woo-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","829 w redbird ln","2015-06-05 00:00:00","2015-06-05 09:51:00","samuel.mosazghi","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","TTI","","","","","","","{29585EF6-95CC-4B34-A14D-DF4A63FD8A76}"
"3311","20150605-SM-1_dup","woo-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","829 w redbird ln","2015-06-05 00:00:00","2015-06-05 09:59:00","samuel.mosazghi","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","True","","","TTI","","","","","","","{F1D30C9F-F8FE-4FC1-B9D4-4C57C40E91EB}"
"3312","20150605-SM-2","cec-b","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","200 Clarendon (Cumberland intersection)","2015-06-05 00:00:00","2015-06-05 10:44:00","samuel.mosazghi","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{F363569A-12AF-4242-9DBE-45A4B1D9CB9D}"
"3313","20150605-SM-3","lac-b","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","222 E 5th st","2015-06-05 00:00:00","2015-06-05 11:21:00","samuel.mosazghi","2015-06-05 00:00:00","","","","","","2015-06-05 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{8AE019B0-ECD4-4B2B-858E-55E7CDB99550}"
"3314","20150608-CM-1","DAWB-3","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","200 E Greenbriar   Coomb Creek Pump Station","2015-06-08 00:00:00","2015-06-08 08:55:00","christopher.morris","2015-06-08 00:00:00","","","","","","2015-06-08 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{1BFC2175-03AE-4F11-B3DF-AA9B97BF7282}"
"3315","20150608-CM-2","DAEB-2","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","2200 Irving Blvd, Baker Pump Station","2015-06-08 00:00:00","2015-06-08 09:30:00","christopher.morris","2015-06-08 00:00:00","","","","","","2015-06-08 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{B8754190-96E0-4143-9078-2A0785302AC5}"
"3316","20150608-CM-3","DAEB-1","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","1100 Conveyor, Hampton Pump Station","2015-06-08 00:00:00","2015-06-08 10:10:00","christopher.morris","2015-06-08 00:00:00","","","","","","2015-06-08 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{FE0FA106-FB09-4FB6-B1FF-B6A4C1E0F780}"
"3317","20150608-CM-4","fil-a","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","3680 holystone st","2015-06-08 00:00:00","2015-06-08 10:50:00","christopher.morris","2015-06-08 00:00:00","","","","","","2015-06-08 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{9E957017-EAF5-4B7E-9509-78A546A334D8}"
"3318","20150609-CM-1","mcc-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","3605 w lawther rd","2015-06-09 00:00:00","2015-06-09 09:05:00","christopher.morris","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{21A6101A-AAFE-48F1-BEFA-E06B4545142F}"
"3319","20150609-CM-2","wil-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","3800 branchfield dr","2015-06-09 00:00:00","2015-06-09 09:20:00","christopher.morris","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{ABAF7683-A7E0-4E59-A7EB-457C1D97C12B}"
"3320","20150609-CM-3","lon-b","","","Bioassessment","Grab","Water","","120301060501","Duck Creek","3263 weathervane ln","2015-06-09 00:00:00","2015-06-09 10:00:00","christopher.morris","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Duck Creek","","","","","TTI","","","","","","","{873F7AD2-7B07-4E0E-A6A0-CF13B58BE184}"
"3321","20150609-CM-4","spc-a","","","Bioassessment","Grab","Water","","120301060407","Pittman Creek-Spring Creek","41000 190 frwy","2015-06-09 00:00:00","2015-06-09 10:40:00","christopher.morris","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Pittman Creek-Spring Creek","","","","","TTI","","","","","","","{7159384A-F3C7-437F-AB68-1E4CB4A12CF7}"
"3322","20150609-CM-4_dup","spc-a","","","Bioassessment","Grab","Water","","120301060407","Pittman Creek-Spring Creek","41000 190 frwy","2015-06-09 00:00:00","2015-06-09 10:45:00","christopher.morris","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Pittman Creek-Spring Creek","","True","","","TTI","","","","","","","{A69FA83A-8002-45C7-83E4-3C1C1F5A4FDF}"
"3323","20150609-SM-1","cro-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","2306 five mile pkwy","2015-06-09 00:00:00","2015-06-09 09:05:00","samuel.mosazghi","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","TTI","","","","","","","{F4C721C0-E26A-44D6-852C-059EB704498E}"
"3324","20150609-SM-1_dup","cro-a","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","2306 five mile pkwy","2015-06-09 00:00:00","2015-06-09 09:10:00","samuel.mosazghi","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","True","","","TTI","","","","","","","{75CA88EA-8F53-4615-ADE6-71FF095982EE}"
"3325","20150609-SM-2","fiv-e","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","3500 Walton Walker Blvd","2015-06-09 00:00:00","2015-06-09 10:00:00","samuel.mosazghi","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","TTI","","","","","","","{EEC551EF-9601-4CBB-9648-FF30FAD03601}"
"3326","20150609-SM-3","art-a","","","Bioassessment","Grab","Water","","120301020606","Fish Creek-Mountain Creek Lake","4200 mountain creek pkw","2015-06-09 00:00:00","2015-06-09 10:30:00","samuel.mosazghi","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Fish Creek-Mountain Creek Lake","","","","","TTI","","","","","","","{FC40F432-0E38-4F97-AA44-F83DC242CC70}"
"3327","20150609-SM-4","moc-b","","","Bioassessment","Grab","Water","","120301020606","Fish Creek-Mountain Creek Lake","8900 Camp Wisdom Rd","2015-06-09 00:00:00","2015-06-09 11:10:00","samuel.mosazghi","2015-06-09 00:00:00","","","","","","2015-06-09 00:00:00","","3","Normal","True","","Fish Creek-Mountain Creek Lake","","","","","TTI","","","","","","","{CF0ED42B-746E-4643-B371-82EA08E70ECF}"
"3328","20150610-CM-1","fiv-c","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","5300 S lancaster rd","2015-06-10 00:00:00","2015-06-10 09:30:00","christopher.morris","2015-06-10 00:00:00","","","","","","2015-06-10 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{267AC430-C230-4B70-826A-FB85787B3169}"
"3329","20150610-CM-1_dup","fiv-c","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","5300 S lancaster rd","2015-06-10 00:00:00","2015-06-10 09:30:00","christopher.morris","2015-06-10 00:00:00","","","","","","2015-06-10 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","True","","","TTI","","","","","","","{172D3128-7D66-41D4-B56C-03C3A3EB26BA}"
"3330","20150610-CM-2","ric-b","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","530 e camp wisdom rd","2015-06-10 00:00:00","2015-06-10 10:00:00","christopher.morris","2015-06-10 00:00:00","","","","","","2015-06-10 00:00:00","","3","Normal","True","","Headwaters  Fivemile Creek","","","","","TTI","","","","","","","{DD8D49F7-47FA-4BB1-A72C-D69EFCB70858}"
"3345","20150611-CM-1","dix-a","","","Bioassessment","Grab","Water","","120301050105","White Rock Creek-White Rock Lake","900 peavy rd","2015-06-11 00:00:00","2015-06-11 09:00:00","christopher.morris","2015-06-11 00:00:00","","","","","","2015-06-15 00:00:00","","6","Normal","True","","White Rock Creek-White Rock Lake","","","","","TTI","","","","","","","{AC15B45C-CBCB-401D-B37D-C78C5CAB35FF}"
"3346","20150615-CM-1","lac-a","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","826 blaylock dr","2015-06-15 00:00:00","2015-06-15 09:35:00","christopher.morris","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{F7362771-3173-4313-8127-4E1C7A510971}"
"3347","20150615-CM-2","CBD-2","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","311 S Riverfront Blvd(intersection w/ Reunion Blvd","2015-06-15 00:00:00","2015-06-15 10:15:00","christopher.morris","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{695F0166-2C33-4A74-B168-483CEEC42760}"
"3348","20150615-CM-3","ash-a","","","Bioassessment","Grab","Water","","120301050106","City of Dallas-White Rock Creek","1802 highland rd","2015-06-15 00:00:00","2015-06-15 11:00:00","christopher.morris","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","City of Dallas-White Rock Creek","","","","","TTI","","","","","","","{BE6D3DC1-BBAD-4CCC-B3F9-6057A021FC9A}"
"3349","20150615-SM-1","PRAI-2","","","Bioassessment","Grab","Water","","120301050203","Upper Prairie Creek-Trinity River","9000 Military Pkwy","2015-06-15 00:00:00","2015-06-15 10:05:00","samuel.mosazghi","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","Upper Prairie Creek-Trinity River","","","","","TTI","","","","","","","{E0FE52BB-1AE2-4641-B09F-5794F2492055}"
"3350","20150615-SM-2","whc-a","","","Bioassessment","Grab","Water","","120301050106","City of Dallas-White Rock Creek","5055 Scyene Road","2015-06-15 00:00:00","2015-06-15 10:21:00","samuel.mosazghi","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","City of Dallas-White Rock Creek","","","","","TTI","","","","","","","{AB14DF0F-DF53-47AB-9423-D7C74B8C4DC9}"
"3351","20150615-SM-3","SDAL-1","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","3700 Overton","2015-06-15 00:00:00","2015-06-15 11:15:00","samuel.mosazghi","2015-06-15 00:00:00","","","","","","2015-06-15 00:00:00","","3","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{DD53B726-374B-4396-A0A6-E68A21A0EFAE}"
"3365","20150706-CM-1","CEDR-1","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","1900 E 8th  St","2015-07-06 00:00:00","2015-07-06 08:50:00","christopher.morris","2015-07-06 00:00:00","","","","","","2015-07-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","","","","TTI","","","","","","","{9B02E763-7739-45CC-9A28-7748D98A7C69}"
"3366","20150706-CM-1_dup","CEDR-1","","","Bioassessment","Grab","Water","","120301050102","Turtle Creek-Trinity River","1900 E 8th  St","2015-07-06 00:00:00","2015-07-06 08:50:00","christopher.morris","2015-07-06 00:00:00","","","","","","2015-07-06 00:00:00","","6","Normal","True","","Turtle Creek-Trinity River - CDRCK","","True","","","TTI","","","","","","","{1D38809A-29B5-43B9-8D82-CE212C5617ED}"
"3367","20150706-CM-2","SEDA-1","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","8000 Carbondale","2015-07-06 00:00:00","2015-07-06 10:35:00","christopher.morris","2015-07-06 00:00:00","","","","","","2015-07-06 00:00:00","","6","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{DA89881D-C02E-4BF0-B264-88A92076943B}"
"3368","20150707-CM-1","smc-c","","","Bioassessment","Grab","Water","","120301060504","South Mesquite Creek","1000 Peachtree Rd","2015-07-07 00:00:00","2015-07-07 09:25:00","christopher.morris","2015-07-07 00:00:00","","","","","","2015-07-07 00:00:00","","9","Normal","True","","South Mesquite Creek","","","","","TTI","","","","","","","{845B1F6A-162E-4BDA-B802-F33AF5DCC942}"
"3369","20150707-CM-2","tur-a","","","Bioassessment","Grab","Water","","120301050101","Headwaters Turtle Creek","3300 Maple Avenue","2015-07-07 00:00:00","2015-07-07 10:35:00","christopher.morris","2015-07-07 00:00:00","","","","","","2015-07-07 00:00:00","","9","Normal","True","","Headwaters Turtle Creek - DALEB","","","","","TTI","","","","","","","{6BB93EAB-2796-44E1-9360-1A3FDFF9C6B8}"
"3370","20150707-CM-3","rib-a","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2131 joe field rd","2015-07-07 00:00:00","2015-07-07 11:40:00","christopher.morris","2015-07-07 00:00:00","","","","","","2015-07-07 00:00:00","","9","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{4D9803AB-CFC2-4621-947F-8FFBC710480A}"
"3385","20150708-CM-1","FARM-1","","","Bioassessment","Grab","Water","","120301031005","Farmers Branch-Elm Fork Trinity River","11600 Luna Rd","2015-07-08 00:00:00","2015-07-08 09:10:00","christopher.morris","2015-07-08 00:00:00","","","","","","2015-07-08 00:00:00","","9","Normal","True","","Farmers Branch-Elm Fork Trinity River - EFACB","","","","","TTI","","","","","","","{739DA701-1750-403C-8798-CBADBEBB1CFE}"
"3386","20150708-CM-2","NWDA-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2300 W. Northwest Hwy","2015-07-08 00:00:00","2015-07-08 10:45:00","christopher.morris","2015-07-08 00:00:00","","","","","","2015-07-08 00:00:00","","6","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{617BD0F9-4328-4790-8B80-FEB0AD1E94EB}"
"3405","20150713-SM-1","flo-a","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8300 forest ln","2015-07-13 00:00:00","2015-07-13 09:36:00","samuel.mosazghi","2015-07-13 00:00:00","","","","","","2015-07-14 00:00:00","","5","Normal","True","","Floyd Branch-White Rock Creek","","","","","TTI","","","","","","","{0DF16C36-EB52-418D-B6B5-B7E7B296FA78}"
"3406","20150713-SM-1_dup","flo-a","","","Bioassessment","Grab","Water","","120301050104","Floyd Branch-White Rock Creek","8300 forest ln","2015-07-13 00:00:00","2015-07-13 09:40:00","samuel.mosazghi","2015-07-13 00:00:00","","","","","","2015-07-14 00:00:00","","5","Normal","True","","Floyd Branch-White Rock Creek","","True","","","TTI","","","","","","","{E5EE3B15-BCA6-41D9-A5D6-8C8D9DB12468}"
"3407","20150713-SM-2","fiv-d","","","Bioassessment","Grab","Water","","120301050107","Headwaters  Fivemile Creek","3235 s westmoreland rd","2015-07-13 00:00:00","2015-07-13 11:18:00","samuel.mosazghi","2015-07-13 00:00:00","","","","","","2015-07-14 00:00:00","","5","Normal","True","","Headwaters  Fivemile Creek","","","","","TTI","","","","","","","{DAD826E5-C633-4667-8C1F-5925AD8749D1}"
"3408","20150713-SM-3","ten-d","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","1304 westmoreland rd","2015-07-13 00:00:00","2015-07-13 00:25:00","samuel.mosazghi","2015-07-13 00:00:00","","","","","","2015-07-14 00:00:00","","5","Normal","True","","Headwaters Tenmile Creek","","","","","TTI","","","","","","","{64F8CF05-C82E-4A9E-B1DC-EA89032170C4}"
"3409","20150714-SM-1","ten-b","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","202 houston school rd","2015-07-14 00:00:00","2015-07-14 09:42:00","samuel.mosazghi","2015-07-14 00:00:00","","","","","","2015-07-14 00:00:00","","6","Normal","True","","Headwaters Tenmile Creek","","","","","TTI","","","","","","","{CE30D950-BE1B-491B-B1DA-8A3C33A42227}"
"3410","20150714-SM-1_dup","ten-b","","","Bioassessment","Grab","Water","","120301050201","Headwaters Tenmile Creek","202 houston school rd","2015-07-14 00:00:00","2015-07-14 09:50:00","samuel.mosazghi","2015-07-14 00:00:00","","","","","","2015-07-14 00:00:00","","6","Normal","True","","Headwaters Tenmile Creek","","True","","","TTI","","","","","","","{D1CE3ED8-FB6F-4590-AC2D-B016501296CD}"
"3411","20150714-SM-2","moc-a","","","Bioassessment","Grab","Water","","120301020706","Delaware Creek-West Fork Trinity River","6100 w jefferson blvd","2015-07-14 00:00:00","2015-07-14 11:14:00","samuel.mosazghi","2015-07-14 00:00:00","","","","","","2015-07-14 00:00:00","","6","Normal","True","","Delaware Creek-West Fork Trinity River - DELCK","","","","","TTI","","","","","","","{6F4AAC42-A493-44F9-8DCA-41FDE74F4596}"
"3412","20150714-CM-1","new-a","","","Bioassessment","Grab","Water","","120301050108","Five Mile Creek-Trinity River","9500 julius schepps frw","2015-07-14 00:00:00","2015-07-14 09:20:00","christopher.morris","2015-07-14 00:00:00","","","","","","2015-07-14 00:00:00","","6","Normal","True","","Five Mile Creek-Trinity River - ELAMC","","","","","TTI","","","","","","","{8E6D4075-7F45-4178-982D-AE09C7FCC330}"
"3413","20150714-CM-2","pra-a","","","Bioassessment","Grab","Water","","120301050203","Upper Prairie Creek-Trinity River","8484 fireside dr","2015-07-14 00:00:00","2015-07-14 10:50:00","christopher.morris","2015-07-14 00:00:00","","","","","","2015-07-14 00:00:00","","6","Normal","True","","Upper Prairie Creek-Trinity River","","","","","TTI","","","","","","","{B4CF9531-FA4C-4736-8805-695605784732}"
"3425","20150730-CM-1","JOES-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2300 Stemmons Trail","2015-07-30 00:00:00","2015-07-30 09:30:00","christopher.morris","2015-07-30 00:00:00","","","","","","2015-07-30 00:00:00","","5","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{441F8470-A50E-412D-899F-F7B48B6309FB}"
"3426","20150730-CM-2","NWDA-1","","","Bioassessment","Grab","Water","","120301031007","Bachman Branch-Elm Fork Trinity River","2300 W. Northwest Hwy","2015-07-30 00:00:00","2015-07-30 09:45:00","christopher.morris","2015-07-30 00:00:00","","","","","","2015-07-30 00:00:00","","5","Normal","True","","Bachman Branch-Elm Fork Trinity River - EFTRR","","","","","TTI","","","","","","","{7D74878D-3A95-4B5F-AB13-8C979BA947C5}"
