"DW_OUTFALL_INSPECT_ID","EMPLOYEE_ID","EMPLOYEE_NAME","EMPLOYEE2_ID","EMPLOYEE2_NAME","INSPECTION_TIME","INSPECTION_DATE","GPS_NORTH","GPS_WEST","WATERSHED_CODE","STREAM_ID","STREAM_NAME","SWQ_ID","LOCATOR_MAP_GRID","OUTFALL_NODE_NUMBER","OUTFALL_ACCESS","OUTFALL_FLOW","OIL_SHEEN","SEWAGE_ODOR","SOLVENT_ODOR","PETROLEUM_ODOR","OTHER_ODOR","SAMPLE_COLLECTED","PH","DISSOLVED_OXYGEN","WATER_TEMPERATURE","SPEC_CONDUCTIVITY","TOTAL_DISSOLVED_SOLID","ORP","TURBIDITY","TOTAL_SUSPENDED_SOLID","CHLORINE","HARDNESS","FECAL_COUNT","PHOSPHOROUS","NITRATE","NITRITE","IRON","AMMONIA","CHEM_OXYGEN_DEMAND","PHENOLS","COPPER","DETERGENT","SULFATE","SENT_LAB_SAMPLE","COMMENTS","CREATE_DATE","RE-INSPECTION","NODE_NOT_OUTFALL","OUTFALL_IS_FLUME","NODE_AN_OUTFALL","NITRATE_NITRITE","E_COLI","ROWID"
"6218","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 12:30:00","2008-01-19 00:00:00","","","DAEB","","","693611","502","850","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MH","","","","N  ","N  ","","","{5CB2B9EA-62F7-4A7F-9A82-D175488CB647}"
"6219","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 14:15:00","2008-01-19 00:00:00","","","DAEB","","","693619","502","268","Accessible","Light","","","","","","Y","7.85","7.90","12.68",".418",".30","393","84","63",".00","100","","1.31","1.50",".013","3.30","","","",".00","","","N","mh","","","","N  ","N  ","","","{7536641E-4158-483B-A63C-188C53106AD2}"
"6220","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 14:30:00","2008-01-19 00:00:00","","","DAEB","","","693626","502","267","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mh","","","","N  ","N  ","","","{F3E900EA-10F7-47E2-8275-9F1AE715CD58}"
"6221","","Lawrence Cantos","","Cesar Cavazos","","2008-01-24 00:00:00","","","DAEB","","","693626","502","267","Accessible","Light","N","Y","N","N","","Y","8.03","6.47","16.29",".773",".50","","48","54",".67","120","","2.75",".10",".002",".18",".800","","",".00","","","Y","mh","","","","","N  ","","","{64A7A26D-5609-449D-A956-E20AD065E27D}"
"6222","","Lawrence Cantos","","","1899-12-30 15:00:00","2008-01-24 00:00:00","","","JOES","","","554834","254","25","Accessible","Light","N","N","N","N","","Y","7.57","6.09","16.85",".897",".60","381","5","3",".08","200","",".21","1.20",".006",".00","","","",".00","","","Y","mh","","","","N  ","N  ","","","{4A1442E0-41E2-4C83-A82C-98AA5D9BEA36}"
"6223","","Lawrence Cantos","","","1899-12-30 14:40:00","2008-01-24 00:00:00","","","JOES","","","554859","254","16","Accessible","None","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N  ","N  ","","","{EF2BA2E9-F3B1-4277-AD54-236D9067724A}"
"6224","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 13:05:00","2008-01-19 00:00:00","32.78714","96.81054","DAEB","","","","502","11001","Accessible","Light","N","Y","N","N","","Y","7.95","4.05","17.62",".995",".60","355","29","24",".00","200","","2.75",".10",".015",".59","","","",".06","","","","","","","","N  ","N  ","","","{C32C68F5-0ED3-4579-AB27-A23C38CB7772}"
"6225","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 13:50:00","2008-01-19 00:00:00","32.78733","96.81539","DAEB","","","","502","11002","Accessible","Light","N","Y","N","N","","Y","","","","","","","","","","","","","","","","","","","","","","","close proximity to inspection id 6224","","N  ","","N  ","N  ","","","{9EBBCF12-A3BD-4A44-AD4F-AAEBB9BAE495}"
"6226","","Lawrence Cantos","","Cesar Cavazos","1899-12-30 14:15:00","2008-01-19 00:00:00","32.78832","96.81533","DAEB","","","","502","11003","Accessible","Light","N","Y","N","N","","Y","7.85","7.90","12.68",".418",".30","393","84","63",".00","100","","1.31","1.50",".013","3.30","","","",".00","","","","","","","","N  ","N  ","","","{B11CE620-05BA-4DEA-B357-8436F3D08A5D}"
"6227","","Lawrence Cantos","","","1899-12-30 09:14:00","2008-01-31 00:00:00","","","DAEB","","","546025","556","334","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mh","","","","N  ","N  ","","","{A859BED0-3C04-4691-B7E5-74F64AADA17B}"
"6228","","Lawrence Cantos","","","1899-12-30 09:26:00","2008-01-31 00:00:00","","","DAEB","","","540327","556","283","Accessible","Light","","","","","","Y","8.00","9.40","12.12",".887",".60","318","15","19",".00","250","","1.83","1.50",".003","","","","","","","","N","mh","","","","N  ","N  ","","","{F3ABF0F2-2AD7-4CB1-967C-F0CDD66FEA11}"
"6229","","Lawrence Cantos","","","1899-12-30 09:26:00","2008-01-31 00:00:00","","","DAEB","","","540327","556","283","Accessible","Light","","","","","","Y","8.00","9.40","12.12",".887",".60","318","15","19",".00","250","","1.83","1.50",".003",".00","","","",".00","","","N","","","","","N  ","N  ","","","{80F3D37A-8D04-4771-A3B4-4721A942ADCF}"
"6230","","Lawrence Cantos","","","1899-12-30 11:10:00","2008-01-31 00:00:00","","","DAEB","","","546006","525","290","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N  ","N  ","","","{6228BA2F-C9C0-4F6F-94BE-4B7832D3C331}"
"6231","","Lawrence Cantos","","","1899-12-30 11:40:00","2008-01-31 00:00:00","","","","","","689723","525","101","Accessible","Light","N","N","N","N","","Y","8.41","8.02","16.32",".810",".50","317","18","16",".00","200","",".91",".00",".010",".00","","","",".00","","","N","","","","","N  ","N  ","","","{F4792A3F-AE89-447D-A674-4378D09EAEE1}"
"6232","","Lawrence Cantos","","","","2008-03-13 00:00:00","","","DAEB","","Cedar Branch","696404","471","288","Accessible","Light","N","N","N","Y","N","Y","7.90","6.96","15.12",".589",".30","318","19","",".00","180","",".52",".33",".007",".00","","","",".00","","","N","","","Y  ","","N  ","Y  ","","","{92ADDCFC-6C1E-449D-AEF3-1BF8A0AF0936}"
"6233","","Lawrence Cantos","","","","2008-03-15 00:00:00","","","WRDM","","","309824","419","119","Accessible","Light","N","N","N","N","N","Y","8.04","6.14","13.98",".723",".40","462","27","25",".21","250","",".76",".20",".000",".00","","","",".00","","","N","","","Y  ","","N  ","N  ","","","{1093B27C-F314-4D0B-918D-8F3AAF9F0A19}"
"6234","","Lawrence Cantos","","","","2008-03-15 00:00:00","","","DAEB","","","","502","11002","Accessible","Light","N","N","N","N","N","Y","7.71","4.71","19.02","1.069",".70","421","25","38",".00","180","","2.75",".70",".004",".00","","","",".00","","","N","m/h","","Y  ","","N  ","N  ","","","{28259934-AE9E-4F15-BC7C-30B16952041B}"
"6235","","Lawrence Cantos","","","","2008-03-24 00:00:00","","","DAEB","","","","502","11002","Accessible","Light","N","N","N","N","N","Y","7.68","6.11","19.32","1.040",".70","406","17","22",".00","185","","2.75",".80",".010",".00","","","",".00","","","Y","m/h","","Y  ","","N  ","N  ","","","{DF5D907C-70D1-4E1A-BB60-62035D472066}"
"6236","","Lawrence Cantos","","","","2008-03-27 00:00:00","","","DAEB","","","693626","502","267","Accessible","Light","N","N","N","N","N","Y","8.05","7.00","18.62",".318",".20","523","16","22","2.13","120","",".01",".90",".000",".00","","","",".00","","","Y","m/h","","Y  ","","N  ","N  ","","","{EA17F62B-F60E-49CA-BB67-09D471A07EB1}"
"6275","","Lawrence Cantos","","","1899-12-30 14:09:00","2008-04-16 00:00:00","","","MLCD","","","322612","787","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{B4CD6213-5BB4-4994-8438-3FFB4FE938BC}"
"6276","","Lawrence Cantos","","Lawrence Cantos","1899-12-30 14:17:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322614","787","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{36E4A869-1D82-419A-BE50-CCA9D4A29133}"
"6277","","Lawrence Cantos","","","1899-12-30 14:20:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322613","787","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","carry over","","N  ","","N  ","N  ","","","{2CE295C8-1C6A-482C-9610-123EEEA02F1E}"
"6278","","Lawrence Cantos","","","1899-12-30 14:17:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322615","787","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","carry over","","N  ","","N  ","N  ","","","{AEC2C392-AFC7-4D03-8940-1B72398A4B0D}"
"6279","","Lawrence Cantos","","","1899-12-30 14:31:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322617","787","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{D8061B83-716A-4651-B596-71E2829D7391}"
"6280","","Lawrence Cantos","","","1899-12-30 14:36:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322616","787","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{8D367003-2D3A-4D27-B5C0-608BD63D6811}"
"6281","","Lawrence Cantos","","","1899-12-30 14:39:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322618","787","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{2667DA77-1AC6-451F-A5C1-1B59D39A7FEC}"
"6282","","Lawrence Cantos","","","1899-12-30 14:45:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322620","787","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{7767824F-1396-463C-AE39-775091654C54}"
"6283","","Lawrence Cantos","","","1899-12-30 14:47:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322622","787","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet","","N  ","","N  ","N  ","","","{1E1F002D-CAB7-4537-BDCA-401445808B81}"
"6284","","Lawrence Cantos","","","1899-12-30 14:50:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","396666","787","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Does not exist","","N  ","","N  ","N  ","","","{42FEF41D-A15F-4AF1-8068-CCC38922F108}"
"6285","","Lawrence Cantos","","","1899-12-30 14:54:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322619","787","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carrv over","","N  ","","N  ","N  ","","","{A317F0D5-D971-4F22-87C5-C0880FCE2C62}"
"6286","","Lawrence Cantos","","","1899-12-30 14:56:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322621","787","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{B48B511C-8625-445D-ADBD-14527B158C81}"
"6287","","Lawrence Cantos","","","1899-12-30 14:58:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","322623","787","12","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","Stagnant water","","N  ","","N  ","Y  ","","","{E217DE5C-CA57-4BC0-BD91-E5B79FEE7E4B}"
"6288","","Lawrence Cantos","","","1899-12-30 15:01:00","2008-04-16 00:00:00","32.68160","96.96587","MLCD","","Mountain Creek","","787","9000","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry","","N  ","","N  ","Y  ","","","{297875A6-C01D-4125-8B88-E981043AE088}"
"6289","","Lawrence Cantos","","","1899-12-30 15:05:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","318789","681","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{4E057398-3B14-41B6-8780-E6437A297548}"
"6290","","Lawrence Cantos","","","1899-12-30 15:07:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","318790","681","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{9DC7D417-F7BF-44A0-AB13-8A6AB56D880C}"
"6291","","Lawrence Cantos","","","1899-12-30 15:08:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","318777","681","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Inlet,  not a outfall","","N  ","","N  ","N  ","","","{0EA7DFBB-D36C-4BEE-B7B2-A8B55F66EC07}"
"6292","","Lawrence Cantos","","","1899-12-30 15:12:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","318778","681","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{1D1D808A-09BC-4375-9DDA-DF8152B09853}"
"6293","","Lawrence Cantos","","","1899-12-30 15:14:00","2008-04-16 00:00:00","","","MLCD","","Mountain Creek","318775","681","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{422D4400-53E1-4C44-8D1F-D6098E85788B}"
"6294","","Lawrence Cantos","","","1899-12-30 15:06:00","2008-04-17 00:00:00","","","UTEN","","","328279","896","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over, not a outfall","","N  ","","N  ","N  ","","","{A17846E6-4877-4F78-8430-97071C254DC3}"
"6295","","Lawrence Cantos","","","1899-12-30 15:09:00","2008-04-17 00:00:00","","","UTEN","","","328278","896","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet,. not a outfall","","N  ","","N  ","N  ","","","{251F75DA-0FC3-4CAC-B638-9BEAC2161088}"
"6296","","Lawrence Cantos","","","1899-12-30 15:13:00","2008-04-17 00:00:00","32.63214","96.94942","UTEN","","","","896","9000","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry","","N  ","","Y  ","Y  ","","","{AA59B4F1-748A-40DA-848A-69DD220DA4D5}"
"6297","","Lawrence Cantos","","","1899-12-30 15:13:00","2008-04-17 00:00:00","","","UTEN","","","328277","896","61","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{91124E4B-8ADB-4A8B-A8F2-B354F0A9FA4D}"
"6298","","Lawrence Cantos","","","1899-12-30 15:17:00","2008-04-17 00:00:00","","","UTEN","","","328247","896","31","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{851EA7D9-F7EE-4245-B10C-2D7E2FDCFC3E}"
"6299","","Lawrence Cantos","","","1899-12-30 15:20:00","2008-04-17 00:00:00","","","UTEN","","","395273","896","75","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{1D7FEE37-84DC-4130-B00A-E26C0380E83C}"
"6300","","Lawrence Cantos","","","1899-12-30 15:22:00","2008-04-17 00:00:00","","","UTEN","","","395274","896","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Does not exist","","N  ","","N  ","N  ","","","{4E9303BD-C852-4F97-8B01-FEDF13B57B02}"
"6301","","Lawrence Cantos","","","1899-12-30 15:24:00","2008-04-17 00:00:00","","","UTEN","","","328280","896","64","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{73F59326-5EB0-42D0-BA45-89B3F62093F1}"
"6302","","Lawrence Cantos","","","1899-12-30 15:26:00","2008-04-17 00:00:00","","","UTEN","","","328230","896","14","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{C6449E19-A49F-4C41-9FA7-6B404D29CC81}"
"6303","","Lawrence Cantos","","","1899-12-30 15:27:00","2008-04-17 00:00:00","","","UTEN","","","328281","896","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Does not exist","","N  ","","N  ","N  ","","","{DFD18178-72D8-4341-96AF-289ECE0688D4}"
"6304","","Lawrence Cantos","","","1899-12-30 15:29:00","2008-04-17 00:00:00","","","UTEN","","","328224","896","8","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{7627FB64-E3A8-4CF9-82E8-326FEA248958}"
"6305","","Lawrence Cantos","","","1899-12-30 09:45:00","2008-04-23 00:00:00","","","UTEN","","","328313","941","26","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{63ABA5AF-7501-49A9-9B15-C0A66A73FED8}"
"6306","","Lawrence Cantos","","","1899-12-30 09:48:00","2008-04-23 00:00:00","","","UTEN","","","328319","941","4","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry","","N  ","","N  ","Y  ","","","{FF4DD1F2-48B7-4886-B89D-3DAC48AFA218}"
"6307","","Lawrence Cantos","","","1899-12-30 09:50:00","2008-04-23 00:00:00","","","UTEN","","","328322","941","1","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry","","N  ","","N  ","Y  ","","","{8A552C44-B952-4895-980B-FFBD02834461}"
"6308","","Lawrence Cantos","","","1899-12-30 10:13:00","2008-04-23 00:00:00","","","UTEN","","","328305","941","18","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","dry","","N  ","","N  ","Y  ","","","{314DBA89-511C-4554-BC08-7F8CFC88432B}"
"6309","","Lawrence Cantos","","","1899-12-30 10:15:00","2008-04-23 00:00:00","","","UTEN","","","328301","941","14","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry","","N  ","","N  ","Y  ","","","{513F69B3-E2CD-4287-B301-595E2BEB8681}"
"6310","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450321","370","121","Accessible","None","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{B78412CF-3C70-43E9-9D94-80ABA3163FCC}"
"6311","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450320","370","122","Accessible","Standing Water","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{30E5BCBF-9CAB-47A8-AA5A-F26787EF30AF}"
"6312","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450319","370","116","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{893B1B9D-B8B0-4D54-BC83-20BF70F72B11}"
"6313","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450317","370","214","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{E9EE7891-7BA1-4303-A385-949C43CBCCC5}"
"6314","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450314","370","141","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{0A8664F4-3A87-44FD-9A9A-207FDEB60A01}"
"6315","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450313","370","152","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{26547B36-B44F-45BD-AAE6-1716E400CA92}"
"6316","","Lawrence Cantos","","","1899-12-30 14:00:00","2008-04-23 00:00:00","","","LWRC","","","450327","370","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{8DC4B765-53CE-4ADD-9748-3939DB2F390E}"
"6317","","Lawrence Cantos","","","1899-12-30 14:02:00","2008-04-23 00:00:00","","","LWRC","","","450326","370","111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{C196A9A1-495E-476E-9FEF-322503803D88}"
"6318","","Lawrence Cantos","","","1899-12-30 14:05:00","2008-04-23 00:00:00","","","LWRC","","","450328","370","112","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{D5A39EEA-77CF-41B0-A02E-7A90922AC80D}"
"6319","","Lawrence Cantos","","","1899-12-30 14:06:00","2008-04-23 00:00:00","","","LWRC","","","450329","370","110","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{758869AE-AF7E-48DA-BABF-76D1E0C29940}"
"6320","","Lawrence Cantos","","","1899-12-30 14:08:00","2008-04-23 00:00:00","","","LWRC","","","450325","370","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N",".lnlet","","N  ","","N  ","N  ","","","{E9004334-2846-498E-AC94-05FA97D193C3}"
"6321","","Lawrence Cantos","","","1899-12-30 14:10:00","2008-04-23 00:00:00","32.84329","96.68509","LWRC","","","","370","9000","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{FDC30C71-257A-4D31-A14B-178AFFFBEAB1}"
"6322","","Lawrence Cantos","","","1899-12-30 14:14:00","2008-04-23 00:00:00","","","LWRC","","","450323","370","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{A2BFD26E-DDC3-43CB-BE4F-C51DED13ECC6}"
"6323","","Lawrence Cantos","","","1899-12-30 14:15:00","2008-04-23 00:00:00","","","LWRC","","","450322","370","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Not  outfall","","N  ","","N  ","N  ","","","{71D208A2-E2A1-471B-B117-B4982BDDE120}"
"6324","","Lawrence Cantos","","","1899-12-30 14:56:00","2008-04-23 00:00:00","","","LWRC","","","448682","370","13","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{AFF329D0-3DFF-4911-9097-9F071A10251E}"
"6325","","Lawrence Cantos","","","1899-12-30 14:58:00","2008-04-23 00:00:00","32.84408","96.68428","LWRC","","","","370","9001","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{1EAD7BBD-EBFA-4A31-BD3D-6689A81A78BF}"
"6326","","Lawrence Cantos","","","1899-12-30 14:00:00","2008-04-23 00:00:00","32.84409","96.68430","LWRC","","","","370","9002","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{37BE6DF9-F736-4F2D-9131-A50D19689413}"
"6327","","Lawrence Cantos","","","1899-12-30 14:01:00","2008-04-23 00:00:00","","","LWRC","","","451715","370","234","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{B6DB90E6-051B-41EA-B21C-11E1DEF09AC0}"
"6328","","Lawrence Cantos","","","1899-12-30 15:03:00","2008-04-23 00:00:00","","","LWRC","","","451711","370","232","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{3520AB98-97C5-4EC8-B88B-3DF447A0564C}"
"6329","","Lawrence Cantos","","","1899-12-30 15:05:00","2008-04-23 00:00:00","","","LWRC","","","451710","370","229","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{20600C23-15C1-4E0E-B09B-B1B253DBA0AE}"
"6330","","Lawrence Cantos","","","1899-12-30 15:06:00","2008-04-23 00:00:00","","","USME","","","451598","370","269","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{7FAB8C87-03C0-4D3D-82B9-1E25F892CF4D}"
"6331","","Lawrence Cantos","","","1899-12-30 15:08:00","2008-04-23 00:00:00","","","USME","","","451597","370","265","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Dry; covered w/debris","","N  ","","N  ","Y  ","","","{9DFDACEA-E23D-4FCE-987F-897B827B3574}"
"6332","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450318","370","114","Accessible","Light","N","N","N","N","N","Y","8.23","8.55","","5.000","","","10","33",".14","185","",".07",".85",".010",".00","","","",".00","","","N","","","N  ","","N  ","Y  ","","","{CAAB9299-1074-437D-A02C-4136DEB3B7D3}"
"6333","","Lawrence Cantos","","","","2008-04-23 00:00:00","","","WRDM","","","450316","370","125","Accessible","Light","N","N","N","N","N","Y","7.97","8.21","","4.750","","","2","25",".63","120","",".68","1.10",".016",".00","","","",".00","","","N","","","N  ","","N  ","Y  ","","","{20F800A6-3A45-47AB-ACB6-C6BDF49D3B48}"
"6334","","Lawrence Cantos","","","1899-12-30 10:55:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428504","371","76","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{534E0D20-13DB-46FF-AF28-9A58251A2679}"
"6335","","Lawrence Cantos","","","1899-12-30 10:58:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428506","371","72","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{A39AD1B6-8F26-4387-B91B-B5CC45D0C1F4}"
"6336","","Lawrence Cantos","","","1899-12-30 10:59:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428505","371","66","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{5AAC0F28-9B27-4C5C-8D39-66F9BD3E23A7}"
"6337","","Lawrence Cantos","","","1899-12-30 11:04:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428508","371","79","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","Carry over","","N  ","","N  ","N  ","","","{AE2D82D3-C825-4811-A0D7-9D5EC4D78E4F}"
"6338","","Lawrence Cantos","","","1899-12-30 11:06:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428507","371","78","Accessible","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","lnlet","","N  ","","N  ","N  ","","","{58881A9A-C693-447F-9596-AEB05EBF34A9}"
"6339","","Lawrence Cantos","","","1899-12-30 11:14:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428510","371","80","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{2E9997F2-B766-4775-B1FE-F169ED6B8F51}"
"6340","","Lawrence Cantos","","","1899-12-30 11:16:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428509","371","86","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{5BE723F5-0101-4930-99E8-BCC5E8A30C17}"
"6341","","Lawrence Cantos","","","1899-12-30 11:17:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428511","371","91","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{FAD81DB6-FD76-4389-A797-485D1437F87A}"
"6342","","Lawrence Cantos","","","1899-12-30 11:18:00","2008-04-28 00:00:00","","","USME","","South Mesquite Creek","428512","371","95","Accessible","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","N  ","","N  ","Y  ","","","{1DAEFD0F-E539-463A-B9E8-482A5490FF37}"
